
Aspect ratio at max_mode 3: 6.000164613385855
Mean iota at 3: 0.41999630252553016
Quasisymmetry objective at max_mode 3: 0.0002308731908214546
Squared flux at max_mode 3: 0.015939103994131388
fun_coils_simple#1 - J=1.9e-02, Jf=1.9e-02, ⟨B·n⟩=3.0e-02, C-C-Sep=0.14 Jf=1.9e-02, J_length=1.4e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.2e-06, J_ALS=2.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.5, 3.5])=14.0, curvature=[3.2, 3.5, 3.8, 3.9], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.4, 4.1, 4.2, 4.2], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.054196123507467345, -0.001922183268281058, -5.511378243966933e-05, -0.0001346835504403622, 0.003943411894812804, 0.010584266319466235, 0.18343242832354453, -0.0821022049864319, -0.0032541810067372116, 0.0011645887068742662, -0.0002553455354209923, 0.0008589767715135496, 0.0004660164193761532, 0.02369227379858162, 0.02657025095222805, 0.0005404559149190534, -4.980953140475838e-05, -5.2746866259281524e-05, -0.00036894089719298126, -0.0010085295537701384, -0.0021787000793931383, -0.0007975664284425997, -0.000929476438025613, -0.0002486172323248156, -0.04398612071466514, -0.001397239678691119, 0.0010537038955377132, 0.0003179203130841735, 0.0025050651477340103, 0.013609703613735417, 0.18321479367801063, 0.055238579508739644, 0.0004189381285048506, -0.0007817722304613925, -0.0002017562715591244, 0.0004508703866105012, -0.0016011838037085812, 0.026088833939326875, -0.009748141018136963, -0.0038985346819250676, 8.710337362703846e-05, 1.6962984292902854e-05, -0.0002508904633862884, -0.0012044486423154854, 0.0005787587846971298, 0.0009556612774501981, 0.0017057313015371623, -0.00011936393139960863
 Quasisymmetry objective=0.015590211243732298
 aspect=5.946886059051058
 mean iota=0.4257653716320721

fun#105 - J=2.4e-01, Jf=2.9e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.9e-05, J_length=1.6e-06, J_CC=4.0e-07, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=7.8e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.3, 4.1, 4.4, 4.2], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.05420712790767061, -0.0019019156850696149, -5.1209163783755666e-05, -0.00018261632553550375, 0.003977431519832486, 0.010621730826519862, 0.1834850125635067, -0.0821396845964478, -0.0032182216016869197, 0.0011730647407554287, -0.00024279385621121197, 0.0008065920630168531, 0.0004958138677589897, 0.0237265957162246, 0.02660715716694671, 0.0005197081532024687, -5.297859127198519e-05, -5.7613872779705474e-05, -0.0004132034571751695, -0.000998348215058938, -0.0021648993216692807, -0.000835553619673096, -0.0009041459317872623, -0.00023550306112370413, -0.04406703619361782, -0.001337859935632038, 0.0010575349069784057, 0.00029593390860159984, 0.0024418273632700774, 0.013586792307422555, 0.18322826327734865, 0.05518292838866098, 0.00042969703957218607, -0.0007836645937680495, -0.00021102833516356114, 0.00044029219156411045, -0.0015666111842453083, 0.026131386081794876, -0.009707523114586877, -0.0039035955280282615, 0.00010456315809049014, 1.7380867085202903e-05, -0.0003002012967218948, -0.0012272551750198593, 0.0005413660583034619, 0.0009690696460760652, 0.0017027360390274953, -0.00011545953959212484
 Quasisymmetry objective=0.015793725964379775
 aspect=5.944891217743469
 mean iota=0.425834919185421

fun#106 - J=2.4e-01, Jf=2.9e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.9e-05, J_length=1.6e-06, J_CC=4.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=7.4e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.5, 4.1, 4.3, 4.2], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.05423129215730551, -0.0018781016171894927, -8.108048647554049e-05, -0.00020398800350826334, 0.003949695410761368, 0.010674688122908671, 0.1835770549193735, -0.08219062344231638, -0.0031468954766252382, 0.0011478971317349968, -0.00021734874628542947, 0.0007331108694649929, 0.0005453263496626745, 0.023714443872626344, 0.02658778125192598, 0.0005327150799754171, -4.35661724405669e-05, -6.187908732817684e-05, -0.000422262519748161, -0.0009890059086720274, -0.0021401211351504477, -0.0008499234036275985, -0.0008961892947670529, -0.00021445978237349958, -0.04422258425361958, -0.0012713209175025484, 0.0010592994982544545, 0.0002935480318522357, 0.0023839295121684373, 0.013561383902790568, 0.1831676273728709, 0.05512331096740535, 0.00048752555493624365, -0.0007721645479864513, -0.0002109199662758551, 0.00039044942423569704, -0.0015235232217326164, 0.026127596678244876, -0.009686687295634124, -0.003903988975031085, 0.00010535490811657796, 2.1482368654203666e-05, -0.000323060616606073, -0.0012110219635178554, 0.0005261707769044382, 0.0009659716348130182, 0.001719212084746796, -0.00010057924869653566
 Quasisymmetry objective=0.016014496173755853
 aspect=5.944014634245473
 mean iota=0.42596507270583905

fun#107 - J=2.4e-01, Jf=2.8e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.8e-05, J_length=1.6e-06, J_CC=4.5e-07, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=7.0e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.4, 4.1, 4.4, 4.3], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.054277043382936964, -0.001843128107674183, -0.00010474077248000255, -0.00020781566191769362, 0.003887330490523089, 0.010721277008676991, 0.18368427786234276, -0.08225356198027334, -0.003058053710814464, 0.0011400021111299655, -0.0002005427647374163, 0.000657638022616732, 0.0005829674085161658, 0.023643951653241787, 0.026535447178516653, 0.000543125714692254, -3.742460623736041e-05, -6.282878953662156e-05, -0.0004104045171080384, -0.0009828245378016654, -0.002124289731595723, -0.0008462669399011822, -0.000904962454049144, -0.00022047765617667738, -0.04439263616961251, -0.0012134440848265327, 0.0010450594872413752, 0.0002997187633876793, 0.0023367032017959782, 0.013530219372389293, 0.1830737918832021, 0.055092299642463365, 0.0005508575751159947, -0.0007727780967650873, -0.00021360130957320946, 0.0003196198209096278, -0.0014932536945419185, 0.026109887433341455, -0.009692868100913628, -0.003910236379139517, 8.755668418131138e-05, 2.7774585304508764e-05, -0.00031945342580579186, -0.0011661326218992915, 0.00054345727481346, 0.0009695311051568326, 0.0017330669568753694, -0.00010748710711434579
 Quasisymmetry objective=0.01618345675487035
 aspect=5.94425358771131
 mean iota=0.42605665027574113

fun#108 - J=2.4e-01, Jf=2.7e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.7e-05, J_length=1.6e-06, J_CC=4.5e-07, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=6.6e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.7, 4.2, 4.5, 4.2], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.054340530018224344, -0.0018086255575125421, -0.00013270633107886044, -0.00021587770370539003, 0.0038323604978631617, 0.010752472232271024, 0.1837905608060326, -0.08231773774984179, -0.002984593553956345, 0.001142394746313413, -0.00017107179376363378, 0.0005754128379763049, 0.0006199017749795513, 0.023556762464493505, 0.02646596448653203, 0.0005689910723735089, -4.786994659954988e-05, -5.767234051117751e-05, -0.0003916204038152612, -0.0009807885340875713, -0.002113517682838728, -0.0008518285913902275, -0.0009264667309673233, -0.0002251901031369695, -0.044569462540843784, -0.0011476850397273116, 0.0010108604696044054, 0.000308427963917597, 0.0023021963561027795, 0.013491476045234443, 0.18294897234060817, 0.05507679931252721, 0.0005895200561776527, -0.0007807149112449041, -0.0002062335486002663, 0.0002572767873172238, -0.001467650036198071, 0.02610268923253544, -0.00973911805231828, -0.003914313336071366, 7.200077068109602e-05, 3.896460328808441e-05, -0.0003141351164053142, -0.0011233463403175063, 0.0005722819507922661, 0.0010081280000518878, 0.001747758726825341, -0.0001242247511085121
 Quasisymmetry objective=0.01632555509302867
 aspect=5.945671167203134
 mean iota=0.42602796204562393

fun#109 - J=2.3e-01, Jf=2.7e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.7e-05, J_length=1.6e-06, J_CC=4.5e-07, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=6.3e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.4, 4.2, 4.5, 4.2], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.05439641750237803, -0.0017959854532731791, -0.000176576311828135, -0.00022006423434771955, 0.003822499989145755, 0.010753705206715187, 0.1838690985484738, -0.08235415139329384, -0.0029525266124582447, 0.0011308449520608698, -0.00013932623803991393, 0.0005262913099713783, 0.0006627943039307426, 0.02350630879439108, 0.026418061448000605, 0.0006051488545409048, -5.609026354816563e-05, -5.83622720496165e-05, -0.00039227832289976614, -0.0009809273987632326, -0.002107197397953599, -0.0008820375890413564, -0.0009450262045806275, -0.00019915541537960844, -0.044707302892491585, -0.0010803518931003142, 0.0009944303694846563, 0.0003106019459452758, 0.0022900479148353437, 0.013461061355734709, 0.18283512570459973, 0.055067892195337295, 0.0005904166060773323, -0.0007804568102918122, -0.0001937288484252759, 0.00022459498303916266, -0.0014529918375416327, 0.02612461613573106, -0.009799675763490778, -0.003909356156476007, 8.322031807127284e-05, 4.516805149255359e-05, -0.00032597082195975875, -0.0011044916450732687, 0.0005826404665836154, 0.00107406898399176, 0.0017633989649821886, -0.00012090868075320335
 Quasisymmetry objective=0.01635998628861659
 aspect=5.947315596851822
 mean iota=0.4258954454093326

fun#110 - J=2.3e-01, Jf=2.7e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.7e-05, J_length=1.6e-06, J_CC=4.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=5.9e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.6, 4.3, 4.4, 4.3], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.05446473132147197, -0.001792815903856927, -0.00021157600943165952, -0.00023979851640739026, 0.0038508775690569473, 0.01073551858649779, 0.18395759668794381, -0.08238451007067758, -0.0029623651215583808, 0.0011462679198439283, -0.00010980332634756294, 0.00047696155955581263, 0.0007198918647753144, 0.023475190485695404, 0.02637421412654916, 0.0006583211122390039, -8.90610787792617e-05, -6.009817759763671e-05, -0.00039737029668463007, -0.0009893655642684441, -0.0021191490463273338, -0.0009247967623536691, -0.0009534571608243575, -0.0001632663361097222, -0.04486566458861867, -0.0009899092053958617, 0.0009712723356882489, 0.0002985213099241671, 0.002294230389040883, 0.013427141265521197, 0.1827096138928656, 0.05505524069624424, 0.0005550403797663292, -0.0007782677442137913, -0.0001843702712005563, 0.0002066521573256572, -0.0014412844815942189, 0.026152041281317453, -0.009865594822574628, -0.0038931666366025294, 0.00011216452604186464, 5.003964915982253e-05, -0.00034422765214708407, -0.0010915602548995228, 0.0005858395759870473, 0.0011366728995631677, 0.001781854454624982, -0.00012756829836116997
 Quasisymmetry objective=0.016322121923777043
 aspect=5.948937548142902
 mean iota=0.4257911531746176

fun#111 - J=2.3e-01, Jf=2.6e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.6e-05, J_length=1.6e-06, J_CC=3.8e-07, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=5.5e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.5, 4.3, 4.3, 4.2], mean squared curvature=[5.2, 5.2, 5.2, 5.3]
 surface dofs=0.05454286025149214, -0.0017989834127690651, -0.00024079628370727747, -0.0002440686651518121, 0.003902905842282623, 0.01069391705010843, 0.18405247794300963, -0.08241150436680983, -0.0030092686254214107, 0.0011865637214402529, -8.6522018911161e-05, 0.0004397565211123269, 0.000791499823892928, 0.023457841574651785, 0.02633356808874511, 0.0007013445336442221, -0.00014405890436044764, -6.618947558519032e-05, -0.000399454484564945, -0.000999961825692413, -0.0021429238841772454, -0.0009595430431920422, -0.0009336633319796253, -0.00013843982570994743, -0.04503301377195998, -0.0008863201538890256, 0.0009435726412466137, 0.00029069121482243137, 0.002332205573261534, 0.013418798523152801, 0.18260387551879365, 0.05503769164372506, 0.0004966644249467549, -0.0007931837041789258, -0.00018037717209562812, 0.00018854749032647073, -0.001444078744503353, 0.026172470248502156, -0.009900841887285242, -0.003875749868595674, 0.00014562531701820937, 5.042541238805407e-05, -0.0003520823384709187, -0.001068862214071159, 0.0005801502105205658, 0.0011502916570361118, 0.0018037175291169773, -0.00014601927771519174
 Quasisymmetry objective=0.01622354293065442
 aspect=5.949637052339579
 mean iota=0.42584890858579566

fun#112 - J=2.3e-01, Jf=2.6e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.6e-05, J_length=1.6e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=5.1e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.5, 4.4, 4.4, 4.2], mean squared curvature=[5.2, 5.2, 5.2, 5.3]
 surface dofs=0.054615354304981316, -0.0018017580591013786, -0.0002711493794623931, -0.00022660592577525038, 0.00398226901755534, 0.010617699869254904, 0.18414223662685872, -0.0824246751249235, -0.0030727863627350326, 0.00122423004818673, -6.141284022635465e-05, 0.00040065632979888714, 0.0008722376301842298, 0.02344205645298516, 0.026312749386469426, 0.0006941385738443349, -0.00019465566557359186, -7.266484752192218e-05, -0.00039023361130047273, -0.0010129735096711542, -0.0022004787297973975, -0.0009861459179447904, -0.0008845323709726838, -0.00013378900896635133, -0.04517808414568143, -0.0007908865601650521, 0.0009089247348460825, 0.00029476019900849824, 0.00241787917182667, 0.013428749570375122, 0.18255056026985747, 0.05501823544167204, 0.00042914443188720944, -0.0008187206413367945, -0.00016975413101967565, 0.00016435326856643326, -0.0014771017253920227, 0.026201855380565707, -0.0099017169548299, -0.003885895186428544, 0.00016270959395933747, 4.936643462462557e-05, -0.0003526695420433118, -0.0010289462609865696, 0.0005620935228438746, 0.0011241853420746782, 0.001827203853392249, -0.00015259518508318229
 Quasisymmetry objective=0.016145402981491003
 aspect=5.9488939831407635
 mean iota=0.42601331594741343

fun#113 - J=2.2e-01, Jf=2.6e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.6e-05, J_length=1.6e-06, J_CC=3.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=4.7e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.6, 4.3, 4.3, 4.2], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.05470363440304366, -0.001784333573774439, -0.0002968274731940194, -0.0002170401136294939, 0.004127808549907415, 0.010513109417313812, 0.18425092230171902, -0.0824426013922542, -0.003185991959534908, 0.0012959246005504162, -2.8936880970190043e-05, 0.00035002251907069763, 0.000978884713303508, 0.02342941604904744, 0.026276468693590654, 0.0006676899730541938, -0.0002636781589472719, -7.847576870451618e-05, -0.0003926602795960681, -0.0010239254880027155, -0.0022936199630618293, -0.0009966866266723096, -0.0008263993485579879, -0.00014508881759511764, -0.045366502898707584, -0.0006674417428127162, 0.0008523274492276981, 0.0002960030193336664, 0.0025430125468597752, 0.013452929175752555, 0.1825013360588306, 0.05501153556648164, 0.000314900503309301, -0.0008622519283926415, -0.00015855773844167145, 0.0001472540469626762, -0.001539056554948954, 0.026234922943192768, -0.009905975519008518, -0.003922209451409349, 0.0001865315135219399, 4.901797305739853e-05, -0.0003663584316821508, -0.0009871593390888408, 0.0005521776599788858, 0.0010871690145082935, 0.0018626300249317605, -0.00016847364970068627
 Quasisymmetry objective=0.016011946563716788
 aspect=5.947806084491595
 mean iota=0.42622916191384325

fun#114 - J=2.2e-01, Jf=2.5e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.5e-05, J_length=1.6e-06, J_CC=3.0e-07, J_CURVATURE=0.0e+00, J_MSC=1.3e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=4.5e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.6, 4.3, 4.2, 4.2], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.054751077929549696, -0.0017686153187080433, -0.0003209494051299321, -0.00022425121362412825, 0.0042304067901179744, 0.010444111812144104, 0.18430945726020617, -0.08245279019043836, -0.0032526600287423354, 0.0013403770234465813, -1.0810069040800237e-05, 0.0003232544333695748, 0.001043460561975649, 0.02344786521388403, 0.026245252395390026, 0.000655934376344611, -0.00029747789280586064, -7.763432323227929e-05, -0.00040225829028067196, -0.0010309656616172957, -0.002340475914573817, -0.000994543875296201, -0.0008097741851176152, -0.00013784694225707573, -0.04547919389967276, -0.0005882683970730242, 0.0008266564507720285, 0.0002908053078643389, 0.002618913579232232, 0.013467512197693602, 0.18248333468925407, 0.05501534361290843, 0.00022357894246962442, -0.0008775231515730252, -0.00015483171194363962, 0.0001436946407279635, -0.0015722745382100514, 0.026253520892645068, -0.009912082011512027, -0.003940873888570936, 0.000214214270024761, 4.910761952473977e-05, -0.00037768438889503085, -0.000967113442893164, 0.0005494738048613328, 0.0010798759689223578, 0.0018774757394253144, -0.00017209537574111312
 Quasisymmetry objective=0.0159139263070888
 aspect=5.9471140379195075
 mean iota=0.4262466748586249

fun#115 - J=2.2e-01, Jf=2.5e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=2.5e-05, J_length=1.6e-06, J_CC=2.9e-07, J_CURVATURE=0.0e+00, J_MSC=1.3e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=4.4e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.5, 4.3, 4.3, 4.2], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.05478006193723518, -0.0017424311356191767, -0.00032959679081470943, -0.00022638520399274726, 0.004350266414354957, 0.010370959359737471, 0.18436932889808774, -0.0824772321212988, -0.0033211553214945503, 0.001384701349993148, -5.3243587627627095e-06, 0.00030108111789693297, 0.001116521955503637, 0.023501922922949916, 0.026204828210117603, 0.000643665598367074, -0.000335337286789358, -8.881661022341127e-05, -0.00042292864227281006, -0.0010330812484416686, -0.002367670941759477, -0.000974616993255446, -0.0008104017532096193, -0.00012168052907038077, -0.045601166582655235, -0.0005011481283348189, 0.0008077153378765437, 0.0002764867380509196, 0.0026883575644990262, 0.01346656710917521, 0.1824484535893259, 0.05503589640757264, 0.00010923588498206153, -0.0008874142513513321, -0.00016106797129338191, 0.00014245646187362228, -0.0016023012601924986, 0.026275639637024333, -0.009914575176308532, -0.003947452457322907, 0.0002458068612323714, 3.8620944776287605e-05, -0.00039966308256661357, -0.000953824213141351, 0.0005765482314323957, 0.001096439597800018, 0.0018876469100279367, -0.00018006219311416866
 Quasisymmetry objective=0.015693947437417012
 aspect=5.946951443366842
 mean iota=0.42616305072699207

fun#116 - J=2.2e-01, Jf=2.5e-05, ⟨B·n⟩=1.0e-03, , C-C-Sep=0.09
Jf=2.5e-05, J_length=1.6e-06, J_CC=3.0e-07, J_CURVATURE=0.0e+00, J_MSC=1.3e-05, J_ALS=3.2e-07, J_LENGTH_PENALTY=4.4e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.5, 4.3, 4.4, 4.2], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.05479598518915273, -0.0017191614507703493, -0.0003413084263766781, -0.00023587863894616724, 0.004416714655674796, 0.010327080265664026, 0.1844042907775086, -0.08250697730915868, -0.0033515673672978876, 0.0014181276834662902, -1.5674954456148546e-06, 0.00028422825951311524, 0.0011616914934870091, 0.023547088229681934, 0.02617298326544335, 0.0006346499562549632, -0.0003525300494673425, -8.931705402322406e-05, -0.00043338798213293247, -0.0010394312152656375, -0.0023634875649964013, -0.000956069532550689, -0.0008186281831872684, -0.00011362370110835177, -0.04568653603040612, -0.00044535275901398647, 0.0007939199204813099, 0.0002682011683475828, 0.002727103570430948, 0.01346280655756577, 0.18241641925631902, 0.055058758291825216, 3.247181173151295e-05, -0.0008897707411496165, -0.0001676356816608948, 0.00013868998662504748, -0.0016131021072664296, 0.026284504583123897, -0.00991856228118382, -0.003945905615815627, 0.00026698429643862793, 3.6330030155720104e-05, -0.00040458856448205186, -0.000940152669289937, 0.0006043158573359064, 0.0011209453349291267, 0.0018844980101501991, -0.0001892286594903114
 Quasisymmetry objective=0.015567019354429643
 aspect=5.947323909457178
 mean iota=0.4260583369273329

fun#117 - J=2.2e-01, Jf=2.5e-05, ⟨B·n⟩=1.0e-03, , C-C-Sep=0.09
Jf=2.5e-05, J_length=1.6e-06, J_CC=3.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.3e-05, J_ALS=3.2e-07, J_LENGTH_PENALTY=4.6e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.4, 4.3, 4.4, 4.2], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.05481211734982295, -0.0016583025748646222, -0.0003744470348985543, -0.0002298527990789297, 0.004484958011061349, 0.01029062413462171, 0.18445454021021757, -0.08256079236308783, -0.0033636604676916568, 0.0014218869101678634, 2.35372968560118e-05, 0.00025253670777656927, 0.0012210175515297806, 0.02360283007823655, 0.026130186798002632, 0.0005985613251287719, -0.0003545387864811127, -8.720004588749354e-05, -0.000443754364269435, -0.0010529531230541703, -0.002335591735201197, -0.0009392381259408755, -0.0008433898375274353, -0.00010618242947581886, -0.04581954243502632, -0.0003964236323882194, 0.0007636756100015002, 0.0002794020910815736, 0.002774996795891454, 0.013444358642821994, 0.18234385065819886, 0.05509256590523662, -5.685080997979606e-05, -0.0008980050644175559, -0.00015882415797709198, 0.00012737022446796656, -0.001625496009609951, 0.02627435886283781, -0.009941849008379728, -0.0039594155885257516, 0.0002736819491565003, 4.023734210593455e-05, -0.00041526522073838797, -0.0009330677043318293, 0.0006475336898744557, 0.0011767196666611784, 0.0018665653091125831, -0.00018513481839802187
 Quasisymmetry objective=0.015448288068661222
 aspect=5.94867452019852
 mean iota=0.42589024428406846

fun#118 - J=2.1e-01, Jf=2.4e-05, ⟨B·n⟩=1.0e-03, , C-C-Sep=0.09
Jf=2.4e-05, J_length=1.6e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.3e-05, J_ALS=3.2e-07, J_LENGTH_PENALTY=4.9e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.5, 4.3, 4.2, 4.3], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.05481913566783798, -0.0015714275066895992, -0.0004100168574274772, -0.00023330367805198912, 0.0045394569194420736, 0.010270992888506754, 0.18452312629249412, -0.08262781521465708, -0.0033737901286398416, 0.0014328406004328676, 5.260564520843953e-05, 0.00020860495873583482, 0.0012732021833959603, 0.023692688039138765, 0.026100669007007377, 0.0005521182116501644, -0.00034656264913026616, -7.847559550096166e-05, -0.0004570832158958903, -0.0010726779711072918, -0.002278798827020137, -0.0009309605624930926, -0.0008543760621819888, -0.00012140189585302716, -0.045977730428873445, -0.0003434378556795109, 0.0007245660512086464, 0.00029305220244596854, 0.002807192405289117, 0.013413764769640204, 0.18223362116267952, 0.05513362272640492, -0.00012558708676023558, -0.0009120772956114849, -0.00014618466150607406, 0.00010450165038481204, -0.0016293022784811533, 0.02625471453145418, -0.009959453596625704, -0.003978707992073402, 0.00027273579828253076, 4.7788877061224175e-05, -0.00042929803223979037, -0.0009260070219637267, 0.0006940401867464184, 0.0012386400748543671, 0.0018481318184589111, -0.00018845546674776812
 Quasisymmetry objective=0.015386405386256727
 aspect=5.950513865417742
 mean iota=0.4258137561942984

fun#119 - J=2.1e-01, Jf=2.4e-05, ⟨B·n⟩=1.0e-03, , C-C-Sep=0.09
Jf=2.4e-05, J_length=1.6e-06, J_CC=3.7e-07, J_CURVATURE=0.0e+00, J_MSC=1.3e-05, J_ALS=3.3e-07, J_LENGTH_PENALTY=5.3e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.4, 4.4, 4.3, 4.3], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.05480930464241221, -0.001485327122849049, -0.0004365302287042353, -0.0002516132194129599, 0.004572886066335291, 0.010286626632565311, 0.18459432206706725, -0.08268656438083442, -0.0033788489866510753, 0.0014504571774214448, 5.619640240285573e-05, 0.00017723523944052826, 0.0013138991572181071, 0.023778743222150164, 0.02611011761340901, 0.0005082367873623765, -0.00031144884551332155, -8.037629238244897e-05, -0.00046941007212554893, -0.0010922715947933107, -0.002242539245389583, -0.000945501588633154, -0.0008470924250427047, -0.00013642165523094756, -0.04612456928725893, -0.00030715710673184636, 0.0007207890389542287, 0.00027871004168160174, 0.0028173535517133485, 0.013377453200677212, 0.18211389853946275, 0.055149263970978066, -0.00015884089114849762, -0.0008961671466781908, -0.00015381155505229222, 8.311492254744892e-05, -0.0016246453105308656, 0.026223908344627775, -0.009966233974236217, -0.003989293542307765, 0.00028249473334810386, 4.590082125196912e-05, -0.00044102961536994023, -0.0009244434269616685, 0.0007344169658879387, 0.0012816823422210587, 0.001832594989154863, -0.00018533249561196886
 Quasisymmetry objective=0.015260706860607258
 aspect=5.952137629366765
 mean iota=0.4259040802426535

fun#120 - J=2.1e-01, Jf=2.3e-05, ⟨B·n⟩=1.0e-03, , C-C-Sep=0.09
Jf=2.3e-05, J_length=1.6e-06, J_CC=4.0e-07, J_CURVATURE=0.0e+00, J_MSC=1.3e-05, J_ALS=3.3e-07, J_LENGTH_PENALTY=5.7e-07
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0])=16.0, curvature=[4.4, 4.4, 4.4, 4.3], mean squared curvature=[5.2, 5.2, 5.3, 5.3]
 surface dofs=0.054780357400525774, -0.0013812517758845647, -0.00048560666963062376, -0.0002861967108600136, 0.004594771973068748, 0.01031508123972542, 0.1846733820370466, -0.08274231043495536, -0.003377522787426319, 0.0014685519512269577, 6.701227170506477e-05, 0.00013933043543543685, 0.001361316576476472, 0.023876065231659013, 0.026142175960218162, 0.000454714424468359, -0.0002533807343976063, -7.252308153139874e-05, -0.0004802753709313576, -0.0011106763449826977, -0.0022187101138489225, -0.0009761955572287434, -0.0008265770351918197, -0.00015301713340067956, -0.04628683549399279, -0.0002749312577260995, 0.0007235318896813747, 0.00025964512087936107, 0.002823969270750636, 0.013337986446113613, 0.1819939257323091, 0.055148508355621975, -0.00017856782465059472, -0.0008740112571967464, -0.00015351465418017086, 6.008194020265105e-05, -0.0016107929925192161, 0.02618929228094498, -0.00995972783231039, -0.003996002171411062, 0.0003001985291111982, 5.111335756936668e-05, -0.00045507095005856, -0.0009197152303262313, 0.0007648114989214354, 0.001307725867922253, 0.0018040612256786442, -0.00017788989072707226
 Quasisymmetry objective=0.015195055201950355
 aspect=5.953324472888986
 mean iota=0.4260710333065017
