
Aspect ratio at max_mode 3: 6.000164613385855
Mean iota at 3: 0.41999630252553016
Quasisymmetry objective at max_mode 3: 0.0002308731908214546
Squared flux at max_mode 3: 0.009720398841985436
fun_coils_simple#1 - J=1.5e-02, Jf=1.5e-02, ⟨B·n⟩=1.9e-02, C-C-Sep=0.14 Jf=1.5e-02, J_length=1.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.4e-08, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.0, 4.0, 4.0])=12.0, curvature=[3.4, 3.8, 4.0], mean squared curvature=[5.1, 5.3, 5.4]
fun_coils#508 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.6e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.9, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#509 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.6e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.9, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#510 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.6e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.9, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#511 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.6e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#512 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.6e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.1e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#513 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.6e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#514 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.6e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#515 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#516 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#517 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#518 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#519 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#520 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#521 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#522 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#523 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#524 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#525 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#526 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#527 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#528 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
fun_coils#529 - J=1.7e-04, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.09 Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
Aspect ratio at max_mode 3: 6.000164613385855
Mean iota at 3: 0.41999630252553016
Quasisymmetry objective at max_mode 3: 0.0002308731908214546
Squared flux at max_mode 3: 0.00010925685278545243

fun#1 - J=8.6e-01, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, , C-C-Sep=0.09
Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
 surface dofs=0.04199449778356245, 0.001552315432420737, -1.7887546857543646e-06, 2.870239230255496e-05, 0.0011541380841586565, 0.011611088161180724, 0.18799182674745452, -0.08262390379330331, -0.0005104541829759519, 0.00022905275086721532, -6.699778900958426e-06, 0.00016859101544027381, 0.0026016649271892052, 0.022523846071982066, 0.03760981765236675, -0.00026023234814066907, 0.0002053600143578197, 1.3934257917217571e-05, 5.052654599625158e-05, -6.667769054308438e-06, -0.00039948537275215243, -0.0025368293289465276, -0.002173706759736379, 7.702557430049516e-05, -0.03702906432911251, -0.001445448655306119, 1.2836032239872303e-05, 4.871617714855923e-05, 0.001294412861423665, 0.01338950336465932, 0.18568165250139154, 0.0537731071938953, 0.0009345151185094554, -7.638240644211311e-05, -4.76889165877737e-06, 0.00020021784697181024, 0.0024187882229623403, 0.023689151404846755, -0.02542145971993408, -0.002811953759914215, -6.852748488622749e-05, 1.9692442154904106e-06, -2.308469066863309e-06, -0.00020891400043205756, -0.0018872968591059453, -0.0005259977221287452, 0.0012104761014303657, -9.514138968886386e-05
 Quasisymmetry objective=0.0002308731908214546
 aspect=6.000164613385855
 mean iota=0.41999630252553016

fun#2 - J=8.5e+02, Jf=2.4e+01, ⟨B·n⟩=1.0e-01, , C-C-Sep=0.09
Jf=2.4e+01, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.1e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.1e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
 surface dofs=0.058389652868607436, 0.02684052099479664, -0.029278668352873995, 0.010494465052909251, -0.07804263789864685, -0.015419640542486505, 0.21955375129089505, -0.17647001756038366, -0.03609184051633088, -0.007048866565180812, 0.06721556487293535, 0.1049674065232041, 0.07687225463906901, 0.015489038402432423, -0.43383651947981894, -0.07796629721839289, -0.1992677259440535, -0.049961416332659166, -0.13261622424486186, -0.17087066799300094, -0.1254349093699378, -0.17229383329737147, 0.48713472654949314, 0.039251682381069034, -0.05544500931012143, -0.03215985058010578, -0.02018360835550778, -0.0714617887195256, -0.07038650444238183, -0.04502145012577904, 0.3034049774114408, 0.18223839079361204, 0.13351248305542884, 0.0658734517265046, 0.009383296931998101, 0.07880696042317295, 0.041205157183325014, -0.19217320234456425, 0.20503041138008207, -0.18111293015141025, 0.11103521470260183, -0.20713146544667727, -0.0787607945384369, 0.049113917012718125, 0.1875531491959236, 0.24483395783514758, -0.08187715879036825, 0.04945631806981771

fun#3 - J=8.5e+02, Jf=2.9e-02, ⟨B·n⟩=1.8e-02, , C-C-Sep=0.09
Jf=2.9e-02, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
 surface dofs=0.04256427117722927, 0.0024311449786055105, -0.0010192348817950074, 0.0003924142985037155, -0.0015981515761175381, 0.010671701498054607, 0.18908868400586348, -0.08588529524987368, -0.0017469979751733413, -2.3873480450992867e-05, 0.002329445116464073, 0.003810616751359545, 0.005182757068755711, 0.02227936858952575, 0.021225856778180233, -0.0029607160007779918, -0.0067268377319988715, -0.0017228364501351416, -0.004559980913845204, -0.005944626925774247, -0.004744784791385296, -0.008436317546537602, 0.014831007447005114, 0.0014384446666325667, -0.037669065318123106, -0.0025128523442838977, -0.0006890418456526505, -0.0024364559878266635, -0.0011966815686982116, 0.01135957397241347, 0.1897728378546136, 0.05823760296873232, 0.005541937148068264, 0.002215542287821297, 0.00032149030482736497, 0.0029320023436973154, 0.00376671332375736, 0.01618738486328482, -0.017412670294496058, -0.009008366778621045, 0.003792610510264051, -0.007196445129634925, -0.002739366438633657, 0.0015051799904965157, 0.004696241099921182, 0.008000885605454358, -0.001677030815002067, 0.0016268980220114884

fun#4 - J=8.5e-01, Jf=1.1e-04, ⟨B·n⟩=1.4e-03, , C-C-Sep=0.09
Jf=1.1e-04, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
 surface dofs=0.04199526292051416, 0.0015534955945124026, -3.155062128123518e-06, 2.9190813528092297e-05, 0.0011504420910773568, 0.011609826678184334, 0.18799329969446907, -0.08262828344869819, -0.0005121147121588531, 0.00022871310144203909, -3.562618050920412e-06, 0.00017348181676694904, 0.0026051310226496917, 0.022523517768207674, 0.037587815968856006, -0.00026385877200163325, 0.0001960509088234244, 1.1601984314837565e-05, 4.4335190515468014e-05, -1.4641732070277868e-05, -0.0004053205858182918, -0.0025447516301309306, -0.0021508714793642943, 7.885379595122932e-05, -0.03702992377325516, -0.001446882049729081, 1.1893494897945947e-05, 4.537889064846555e-05, 0.0012910676220357182, 0.013386777414299679, 0.18568714646991458, 0.05377910247329247, 0.0009407023306294794, -7.33046279890968e-05, -4.330764905504535e-06, 0.00020388630409143123, 0.0024205983238098465, 0.023679077437111704, -0.025410704881614107, -0.002820274795296704, -6.334244222084648e-05, -7.69735814329257e-06, -5.984007824517207e-06, -0.00020661217892591066, -0.001878455961616763, -0.0005145471461815047, 0.0012065985278815596, -9.282889844085645e-05
 Quasisymmetry objective=0.00023434091256035281
 aspect=5.9999231271066416
 mean iota=0.4198791666038161

fun#5 - J=7.9e-01, Jf=9.4e-05, ⟨B·n⟩=1.3e-03, , C-C-Sep=0.09
Jf=9.4e-05, J_length=1.4e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
 surface dofs=0.04200699445159761, 0.0015715905358570108, -2.4104093793326386e-05, 3.6679575868431166e-05, 0.001093772944958778, 0.011590484876758827, 0.18801588378695944, -0.08269543490868794, -0.0005375749251057067, 0.00022350539610249473, 4.4538182653438584e-05, 0.00024847046769830574, 0.0026582752428337218, 0.02251848402107852, 0.037250473178894294, -0.0003194612417964662, 5.331821150560335e-05, -2.4157810320735126e-05, -5.0594323878861546e-05, -0.00013690323672039078, -0.0004947895146296534, -0.002666221025105133, -0.0018007474906014962, 0.0001068851687334993, -0.03704310127782008, -0.0014688596985540675, -2.5580436133377845e-06, -5.790354572865288e-06, 0.0012397764384465648, 0.013344981535399333, 0.18577138323609735, 0.05387102563351123, 0.0010355683165725526, -2.6114313224422386e-05, 2.386852918321453e-06, 0.00026013325260261044, 0.002448351857747909, 0.02352461742135574, -0.0252458053564175, -0.0029478578182016856, 1.6157690482922196e-05, -0.0001559114076532093, -6.23395361873409e-05, -0.00017131929379289685, -0.0017429021062351751, -0.00033898016128123425, 0.001147145282924306, -5.737241853175923e-05
 Quasisymmetry objective=0.0012328579518579934
 aspect=5.99624449230351
 mean iota=0.4180814927387277

fun#6 - J=7.4e-01, Jf=8.5e-05, ⟨B·n⟩=1.2e-03, , C-C-Sep=0.09
Jf=8.5e-05, J_length=1.4e-06, J_CC=5.6e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
 surface dofs=0.042037926889290984, 0.0016029862841348626, 1.5563950490444635e-05, 0.0001743245328805342, 0.0011263612251250072, 0.01160642434327385, 0.18804423870840042, -0.08281883585770217, -0.0006939217485675815, 0.00018459222130034483, 2.3687710217366006e-05, 0.00024093293357857715, 0.002661928586548161, 0.022502468345444657, 0.036760533452160016, -0.0003016986559882205, 8.347499503923351e-05, -8.911537209536249e-05, -7.159583753709336e-06, -0.00022269145632683853, -0.0006183631810604855, -0.0028887393195784765, -0.001366684642739154, 5.062049572777051e-05, -0.03707043195410642, -0.001508788842504317, 7.460399430778982e-05, -8.142966439147949e-05, 0.001145730710688824, 0.013286826588658682, 0.1858955465691651, 0.054002708765075104, 0.0011164084995254151, -4.519151206086552e-05, -4.235263100299516e-05, 0.00025918817149093776, 0.002516597970663604, 0.023309867413291892, -0.02493207823169595, -0.0029906092958317926, 7.238537904885671e-05, 3.0847858432949315e-05, -0.0001621349139123034, -0.00022352040117800174, -0.0015510224524086713, -6.361169587732949e-05, 0.0010795674946604019, 2.1791505493701207e-05
 Quasisymmetry objective=0.0018312440991014199
 aspect=5.990497421746379
 mean iota=0.41600465332966824

fun#7 - J=7.0e-01, Jf=7.6e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=7.6e-05, J_length=1.4e-06, J_CC=5.4e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.8, 3.7], mean squared curvature=[5.7, 5.6, 5.6]
 surface dofs=0.04205371292004545, 0.001616952770029703, 4.164909102542317e-05, 0.0001359785381881626, 0.0011865190714825521, 0.011672745193517783, 0.18806134516324424, -0.08290943176428918, -0.0008460991556638207, 0.0001443248885075711, -1.4578675024007853e-05, 0.00021761204927758953, 0.002613345770374607, 0.022481074216530502, 0.03644085137076926, -0.0002620515746435608, 0.00019180101209442828, -0.0001626138778347192, 7.894415792215661e-06, -0.0002321747675800536, -0.0006875270951526173, -0.0030750872680068227, -0.001154319213961785, -3.447491925017903e-05, -0.0371153129080684, -0.0014979075717174602, 0.00012553687781383615, -1.5112265901013082e-05, 0.0011244345911228752, 0.013239253517686223, 0.18597410545552898, 0.05409288917779642, 0.0011591961517546064, -8.402643300700862e-05, -1.3432311720048794e-05, 0.00021725214862882195, 0.002550644020459328, 0.0231841083396171, -0.024665501296751633, -0.0029487227540231802, 5.880364073333492e-05, -4.2919716227571704e-05, -0.00011566402133613384, -0.0002840738641192869, -0.001437742565415403, 0.00013246629714801084, 0.0010603522760849861, 7.82677834115669e-05
 Quasisymmetry objective=0.0016479825503086575
 aspect=5.986384090175625
 mean iota=0.41522483316081404

fun#8 - J=6.6e-01, Jf=7.0e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=7.0e-05, J_length=1.4e-06, J_CC=5.1e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.9e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.9, 3.7], mean squared curvature=[5.7, 5.6, 5.5]
 surface dofs=0.0420298045726032, 0.0015960815295190888, 3.295163713338762e-05, 0.00014263239413877323, 0.0012174659690125074, 0.011877300072859554, 0.18808325333840806, -0.08299666143534216, -0.0010151562899999144, 0.00012286720135153508, -8.758724777440597e-05, 0.0002549012691200547, 0.002487078750335775, 0.02243153644408082, 0.03609296452338734, -0.0002704034909096175, 0.00026475043340361173, -7.538487299132053e-05, -5.115608933943301e-06, -0.00023490368395647667, -0.0007286155576396725, -0.0033605585877090147, -0.0010647795790541233, -0.00012954203963645508, -0.03725297872153972, -0.001372130499613534, 8.495220473868017e-05, -9.15674468239392e-05, 0.001227919687239976, 0.013171632324448066, 0.1860454177147031, 0.05421015509900242, 0.0012537678807536142, -7.919367138745559e-05, -5.742937610910237e-05, 0.00023923148390548552, 0.002499257432181626, 0.023083459866463124, -0.024252966240955874, -0.0028743233980808866, -2.9709572252479503e-05, -0.00011282331426174384, -0.00020236759827307814, -0.0002692454106930614, -0.001335183339394817, 0.00038237751612767515, 0.0011215872651375704, 0.0001235739089465429
 Quasisymmetry objective=0.002013919077093133
 aspect=5.981094117087565
 mean iota=0.41563412167823327

fun#9 - J=6.5e-01, Jf=6.7e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=6.7e-05, J_length=1.4e-06, J_CC=4.8e-07, J_CURVATURE=0.0e+00, J_MSC=5.9e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.9e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.9, 3.7], mean squared curvature=[5.7, 5.6, 5.5]
 surface dofs=0.04198636484631718, 0.0015589276568353059, 6.753962927289328e-05, 0.0001590391956178085, 0.0012544386014907093, 0.012074875076953914, 0.18810365359526862, -0.08302692714000257, -0.0011253886661899332, 0.00023601925558729007, -3.24074020573792e-06, 0.0002815117736176612, 0.0023804383569846514, 0.022384242187057077, 0.035844520753070694, -0.00031618139245057644, 0.00022896255469487538, -9.089636235081194e-05, -5.621041985984319e-05, -0.00023460403037143588, -0.0007361007816075762, -0.0036075677868558234, -0.0010544256377997903, -0.00014447063570714627, -0.037395867627552884, -0.001302482542769673, 0.00015017167163989585, -5.5812432533744566e-05, 0.0012381526263578215, 0.013162131176980783, 0.186082773789715, 0.054301329851904535, 0.0013531993488960254, 1.1625189292094055e-05, -5.2801383945051206e-05, 0.0002493925277189277, 0.002405418452295089, 0.023026154922901367, -0.02388337390661856, -0.0028446814777848433, -9.612920769979638e-05, -7.289252026267271e-05, -0.0001931741356341879, -0.0002811318956189974, -0.001236929704670835, 0.000596948648917595, 0.0012501658356640106, 0.00014144021453109417
 Quasisymmetry objective=0.0020521086657256877
 aspect=5.976732151274606
 mean iota=0.4165639027804605

fun#10 - J=6.3e-01, Jf=6.5e-05, ⟨B·n⟩=1.1e-03, , C-C-Sep=0.09
Jf=6.5e-05, J_length=1.4e-06, J_CC=4.6e-07, J_CURVATURE=0.0e+00, J_MSC=5.8e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.8e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.9, 3.7], mean squared curvature=[5.7, 5.6, 5.5]
 surface dofs=0.04195634146762445, 0.0015631245449676265, 6.806112825853626e-05, 8.698143711371339e-05, 0.0012277396342008826, 0.012186641688353712, 0.18811840372123112, -0.08299828052006927, -0.0012041758584579948, 0.0002405184576704929, -3.7756647597604776e-05, 0.0002639800755222503, 0.0023405368456504787, 0.02235880911900896, 0.03571896661423142, -0.00033426409105057986, 0.000165381495379026, -0.00015071638258719726, -7.580222290471655e-05, -0.00023840979372302172, -0.0007186767360404221, -0.0037616153872665225, -0.0010688719790031248, -9.976846314957332e-05, -0.03747506869745226, -0.0013396682831621739, 0.00010649880492856718, -7.111594423307888e-05, 0.0012258344091801605, 0.013232323029412458, 0.18608617198757885, 0.05433454314983422, 0.001414496958183225, -2.0785993120850068e-05, -0.00010919082574379688, 0.00023816243188382733, 0.002312794646323007, 0.022994517069413196, -0.023629755129399646, -0.0028536785722291865, -7.028064170028099e-05, -2.8396074726449594e-05, -0.00016398849449597683, -0.00033168251730270683, -0.0011284525632829535, 0.0007543555651634491, 0.0014046773997752795, 0.00013261727361442438
 Quasisymmetry objective=0.0013029805039518382
 aspect=5.973848280549642
 mean iota=0.41733500710919164

fun#11 - J=6.2e-01, Jf=6.3e-05, ⟨B·n⟩=1.0e-03, , C-C-Sep=0.09
Jf=6.3e-05, J_length=1.4e-06, J_CC=4.3e-07, J_CURVATURE=0.0e+00, J_MSC=5.8e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.7e-06
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.7, 3.9, 3.7], mean squared curvature=[5.7, 5.6, 5.5]
