
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.003553105236718188
fun_coils_simple#1 - J=6.3e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.26 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=5.2e-05, J_MSC=2.8e-03, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 10.8, 15.0, 15.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 14.4, 16.0]
fun_coils#463 - J=8.8e-05, Jf=8.2e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=8.2e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.2e-06, J_MSC=3.0e-06, J_ALS=2.1e-06, J_LENGTH_PENALTY=4.6e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.5, 9.4, 9.9, 11.3, 11.3, 9.4], mean squared curvature=[10.0, 8.0, 8.6, 10.1, 10.0, 10.2]
fun_coils#464 - J=8.5e-05, Jf=8.2e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=8.2e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=4.5e-09, J_MSC=3.2e-08, J_ALS=2.1e-06, J_LENGTH_PENALTY=3.2e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.5, 9.6, 9.9, 10.1, 10.1, 9.5], mean squared curvature=[10.0, 7.9, 8.6, 10.0, 9.9, 10.0]
fun_coils#465 - J=8.5e-05, Jf=8.2e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=8.2e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=8.5e-08, J_MSC=5.3e-07, J_ALS=2.1e-06, J_LENGTH_PENALTY=3.7e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.6, 9.4, 9.9, 10.4, 10.2, 9.5], mean squared curvature=[10.0, 7.9, 8.6, 10.0, 9.9, 10.1]
fun_coils#466 - J=8.4e-05, Jf=8.2e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=8.2e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-08, J_MSC=1.2e-07, J_ALS=2.1e-06, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.5, 9.5, 9.9, 10.2, 10.0, 9.5], mean squared curvature=[10.0, 7.9, 8.6, 10.0, 9.9, 10.0]
fun_coils#467 - J=8.4e-05, Jf=8.1e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=8.1e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=4.6e-08, J_MSC=8.2e-09, J_ALS=2.1e-06, J_LENGTH_PENALTY=4.5e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.6, 9.3, 9.9, 10.3, 9.9, 9.5], mean squared curvature=[10.0, 7.8, 8.6, 10.0, 9.9, 10.0]
fun_coils#468 - J=8.4e-05, Jf=8.1e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=8.1e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.6e-10, J_MSC=4.5e-08, J_ALS=2.1e-06, J_LENGTH_PENALTY=4.9e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.6, 9.2, 9.8, 10.0, 9.9, 9.5], mean squared curvature=[10.0, 7.8, 8.5, 9.9, 9.8, 10.0]
fun_coils#469 - J=8.3e-05, Jf=8.1e-05, ⟨B·n⟩=8.1e-04, C-C-Sep=0.15 Jf=8.1e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-10, J_MSC=1.7e-07, J_ALS=2.1e-06, J_LENGTH_PENALTY=5.1e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.7, 9.1, 9.8, 10.0, 9.9, 9.6], mean squared curvature=[10.0, 7.9, 8.5, 9.9, 9.8, 10.0]
fun_coils#470 - J=8.2e-05, Jf=8.0e-05, ⟨B·n⟩=8.1e-04, C-C-Sep=0.15 Jf=8.0e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=6.1e-09, J_MSC=1.9e-07, J_ALS=2.1e-06, J_LENGTH_PENALTY=4.6e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.8, 8.9, 9.9, 9.5, 10.2, 9.8], mean squared curvature=[10.0, 8.0, 8.5, 9.8, 9.7, 10.1]
fun_coils#471 - J=8.2e-05, Jf=7.9e-05, ⟨B·n⟩=8.0e-04, C-C-Sep=0.15 Jf=7.9e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.6e-08, J_ALS=2.1e-06, J_LENGTH_PENALTY=5.1e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.7, 9.8, 9.2, 9.8, 9.8], mean squared curvature=[10.0, 8.0, 8.5, 9.8, 9.6, 10.0]
fun_coils#472 - J=8.1e-05, Jf=7.8e-05, ⟨B·n⟩=8.0e-04, C-C-Sep=0.15 Jf=7.8e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.0e-07, J_ALS=2.1e-06, J_LENGTH_PENALTY=5.9e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.0, 8.4, 9.7, 9.4, 9.6, 9.9], mean squared curvature=[10.1, 8.0, 8.5, 9.9, 9.5, 10.0]
fun_coils#473 - J=8.0e-05, Jf=7.8e-05, ⟨B·n⟩=7.9e-04, C-C-Sep=0.15 Jf=7.8e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.9e-09, J_ALS=2.1e-06, J_LENGTH_PENALTY=4.7e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.1, 8.0, 9.4, 9.3, 9.4, 9.9], mean squared curvature=[10.0, 8.0, 8.5, 9.9, 9.4, 10.0]
fun_coils#474 - J=8.0e-05, Jf=7.7e-05, ⟨B·n⟩=7.9e-04, C-C-Sep=0.15 Jf=7.7e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-08, J_MSC=1.4e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.0e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.2, 7.9, 9.3, 9.4, 10.3, 9.9], mean squared curvature=[10.0, 7.9, 8.5, 9.9, 9.4, 10.0]
fun_coils#475 - J=8.0e-05, Jf=7.8e-05, ⟨B·n⟩=8.0e-04, C-C-Sep=0.15 Jf=7.8e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.1, 7.8, 9.3, 9.5, 9.5, 9.9], mean squared curvature=[10.0, 7.8, 8.4, 9.9, 9.4, 9.9]
fun_coils#476 - J=8.0e-05, Jf=7.7e-05, ⟨B·n⟩=7.9e-04, C-C-Sep=0.15 Jf=7.7e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.6e-10, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.1, 7.8, 9.3, 9.4, 9.9, 9.9], mean squared curvature=[10.0, 7.8, 8.4, 9.9, 9.4, 10.0]
fun_coils#477 - J=7.9e-05, Jf=7.7e-05, ⟨B·n⟩=7.9e-04, C-C-Sep=0.15 Jf=7.7e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=3.8e-08, J_MSC=3.8e-09, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.0e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.2, 7.9, 9.3, 9.5, 10.4, 9.9], mean squared curvature=[10.0, 7.8, 8.4, 10.0, 9.4, 10.0]
fun_coils#478 - J=7.9e-05, Jf=7.7e-05, ⟨B·n⟩=7.9e-04, C-C-Sep=0.15 Jf=7.7e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.2e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=5.0e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.2, 7.8, 9.2, 9.6, 10.0, 9.9], mean squared curvature=[10.0, 7.7, 8.3, 10.1, 9.4, 10.0]
fun_coils#479 - J=7.9e-05, Jf=7.7e-05, ⟨B·n⟩=7.9e-04, C-C-Sep=0.15 Jf=7.7e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.0e-08, J_MSC=1.2e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.4e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.2, 7.8, 9.2, 9.5, 10.2, 9.9], mean squared curvature=[10.0, 7.8, 8.4, 10.0, 9.4, 10.0]
fun_coils#480 - J=7.9e-05, Jf=7.6e-05, ⟨B·n⟩=7.9e-04, C-C-Sep=0.15 Jf=7.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.4e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.5e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.2, 7.8, 9.2, 9.6, 10.0, 9.9], mean squared curvature=[10.0, 7.7, 8.3, 10.0, 9.4, 10.0]
fun_coils#481 - J=7.9e-05, Jf=7.6e-05, ⟨B·n⟩=7.9e-04, C-C-Sep=0.15 Jf=7.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.7e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.8e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.2, 7.9, 9.3, 9.5, 9.7, 9.9], mean squared curvature=[10.0, 7.7, 8.3, 9.9, 9.4, 10.0]
fun_coils#482 - J=7.9e-05, Jf=7.6e-05, ⟨B·n⟩=7.8e-04, C-C-Sep=0.15 Jf=7.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.0e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.8e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.2, 7.9, 9.3, 9.5, 9.5, 9.9], mean squared curvature=[10.0, 7.7, 8.3, 9.9, 9.4, 10.0]
fun_coils#483 - J=7.8e-05, Jf=7.6e-05, ⟨B·n⟩=7.8e-04, C-C-Sep=0.15 Jf=7.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.7e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.2, 8.0, 9.4, 9.6, 9.5, 9.9], mean squared curvature=[10.0, 7.6, 8.4, 9.9, 9.4, 10.1]
fun_coils#484 - J=7.8e-05, Jf=7.6e-05, ⟨B·n⟩=7.8e-04, C-C-Sep=0.15 Jf=7.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.7e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.1, 8.0, 9.4, 9.5, 9.2, 9.9], mean squared curvature=[10.0, 7.6, 8.4, 9.9, 9.3, 10.0]
fun_coils#485 - J=7.8e-05, Jf=7.6e-05, ⟨B·n⟩=7.8e-04, C-C-Sep=0.15 Jf=7.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.7e-09, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.1, 8.0, 9.5, 9.5, 9.1, 9.8], mean squared curvature=[10.0, 7.5, 8.4, 9.9, 9.3, 10.0]
fun_coils#486 - J=7.9e-05, Jf=7.5e-05, ⟨B·n⟩=7.7e-04, C-C-Sep=0.15 Jf=7.5e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-06, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.5e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.1, 8.0, 9.7, 9.3, 8.8, 9.8], mean squared curvature=[10.1, 7.3, 8.5, 9.8, 9.3, 10.2]
fun_coils#487 - J=7.8e-05, Jf=7.5e-05, ⟨B·n⟩=7.8e-04, C-C-Sep=0.15 Jf=7.5e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=9.7e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.7e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.1, 8.0, 9.6, 9.4, 8.9, 9.8], mean squared curvature=[10.0, 7.4, 8.5, 9.8, 9.3, 10.0]
fun_coils#488 - J=7.7e-05, Jf=7.5e-05, ⟨B·n⟩=7.7e-04, C-C-Sep=0.15 Jf=7.5e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.4e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.1, 7.9, 9.6, 9.3, 8.8, 9.8], mean squared curvature=[10.1, 7.3, 8.5, 9.8, 9.3, 10.0]
fun_coils#489 - J=7.7e-05, Jf=7.4e-05, ⟨B·n⟩=7.7e-04, C-C-Sep=0.15 Jf=7.4e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.0e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.2e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.1, 7.8, 9.8, 9.2, 9.1, 9.8], mean squared curvature=[10.0, 7.1, 8.5, 9.7, 9.3, 10.1]
fun_coils#490 - J=7.6e-05, Jf=7.4e-05, ⟨B·n⟩=7.7e-04, C-C-Sep=0.15 Jf=7.4e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.8e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.0, 7.7, 9.9, 9.2, 9.7, 9.8], mean squared curvature=[10.0, 7.1, 8.6, 9.7, 9.3, 9.9]
fun_coils#491 - J=7.6e-05, Jf=7.3e-05, ⟨B·n⟩=7.7e-04, C-C-Sep=0.15 Jf=7.3e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=3.5e-07, J_MSC=1.0e-09, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.2e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.0, 7.9, 10.0, 9.5, 11.2, 9.8], mean squared curvature=[10.0, 7.0, 8.6, 9.8, 9.4, 10.0]
fun_coils#492 - J=9.1e-05, Jf=7.4e-05, ⟨B·n⟩=7.8e-04, C-C-Sep=0.15 Jf=7.4e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=4.0e-06, J_MSC=1.0e-05, J_ALS=2.0e-06, J_LENGTH_PENALTY=6.1e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 9.0, 10.0, 13.5, 11.5, 9.6], mean squared curvature=[10.3, 7.2, 8.8, 10.2, 9.4, 10.3]
fun_coils#493 - J=7.6e-05, Jf=7.3e-05, ⟨B·n⟩=7.7e-04, C-C-Sep=0.15 Jf=7.3e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.6e-07, J_MSC=7.3e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.2e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.1, 10.0, 9.9, 10.7, 9.8], mean squared curvature=[10.0, 7.0, 8.6, 9.8, 9.4, 10.0]
fun_coils#494 - J=7.6e-05, Jf=7.3e-05, ⟨B·n⟩=7.7e-04, C-C-Sep=0.15 Jf=7.3e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-06, J_LENGTH_PENALTY=2.9e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.0, 8.0, 9.9, 9.6, 9.7, 9.8], mean squared curvature=[10.0, 7.1, 8.6, 9.8, 9.3, 10.0]
fun_coils#495 - J=7.6e-05, Jf=7.3e-05, ⟨B·n⟩=7.7e-04, C-C-Sep=0.15 Jf=7.3e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-07, J_MSC=3.1e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.1e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.0, 8.2, 10.0, 10.9, 10.0, 9.7], mean squared curvature=[10.0, 7.1, 8.6, 9.8, 9.3, 10.0]
fun_coils#496 - J=7.5e-05, Jf=7.3e-05, ⟨B·n⟩=7.7e-04, C-C-Sep=0.15 Jf=7.3e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=2.1e-08, J_MSC=6.3e-09, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.0e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.0, 8.1, 10.0, 10.3, 9.8, 9.7], mean squared curvature=[10.0, 7.1, 8.6, 9.8, 9.3, 10.0]
fun_coils#497 - J=7.5e-05, Jf=7.3e-05, ⟨B·n⟩=7.6e-04, C-C-Sep=0.15 Jf=7.3e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-09, J_MSC=1.2e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.3, 10.0, 9.8, 10.1, 9.7], mean squared curvature=[10.0, 7.1, 8.7, 9.8, 9.4, 10.0]
fun_coils#498 - J=7.5e-05, Jf=7.3e-05, ⟨B·n⟩=7.6e-04, C-C-Sep=0.15 Jf=7.3e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-09, J_MSC=5.2e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=2.8e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.3, 10.0, 9.7, 10.1, 9.7], mean squared curvature=[10.0, 7.1, 8.7, 9.8, 9.4, 10.0]
fun_coils#499 - J=7.5e-05, Jf=7.3e-05, ⟨B·n⟩=7.6e-04, C-C-Sep=0.15 Jf=7.3e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.2e-11, J_MSC=3.5e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=2.2e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.3, 10.0, 9.9, 9.9, 9.7], mean squared curvature=[10.0, 7.0, 8.7, 9.9, 9.4, 10.0]
fun_coils#500 - J=7.5e-05, Jf=7.2e-05, ⟨B·n⟩=7.6e-04, C-C-Sep=0.15 Jf=7.2e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=4.0e-07, J_MSC=8.6e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=2.1e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.7, 10.1, 10.8, 10.9, 9.7], mean squared curvature=[10.0, 6.9, 8.8, 10.0, 9.5, 10.0]
fun_coils#501 - J=7.5e-05, Jf=7.2e-05, ⟨B·n⟩=7.6e-04, C-C-Sep=0.15 Jf=7.2e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=4.3e-08, J_MSC=3.4e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=2.0e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.5, 10.0, 10.3, 10.3, 9.7], mean squared curvature=[10.0, 7.0, 8.7, 9.9, 9.4, 10.0]
fun_coils#502 - J=7.5e-05, Jf=7.2e-05, ⟨B·n⟩=7.6e-04, C-C-Sep=0.14 Jf=7.2e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=4.3e-09, J_MSC=8.3e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.9, 10.0, 10.1, 10.0, 9.6], mean squared curvature=[10.1, 6.9, 8.9, 10.1, 9.5, 10.0]
fun_coils#503 - J=7.4e-05, Jf=7.2e-05, ⟨B·n⟩=7.6e-04, C-C-Sep=0.15 Jf=7.2e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-08, J_MSC=8.4e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=2.2e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.7, 10.0, 10.2, 10.1, 9.7], mean squared curvature=[10.0, 6.9, 8.8, 10.0, 9.5, 10.0]
fun_coils#504 - J=7.4e-05, Jf=7.1e-05, ⟨B·n⟩=7.5e-04, C-C-Sep=0.14 Jf=7.1e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-07, J_MSC=2.9e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.8, 10.0, 9.9, 10.6, 9.7], mean squared curvature=[10.0, 6.8, 8.9, 10.1, 9.6, 10.0]
fun_coils#505 - J=7.4e-05, Jf=7.2e-05, ⟨B·n⟩=7.6e-04, C-C-Sep=0.14 Jf=7.2e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=5.1e-09, J_MSC=1.0e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.9, 8.7, 10.0, 9.9, 10.1, 9.7], mean squared curvature=[10.0, 6.9, 8.9, 10.0, 9.5, 10.0]
fun_coils#506 - J=7.5e-05, Jf=7.1e-05, ⟨B·n⟩=7.5e-04, C-C-Sep=0.14 Jf=7.1e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=6.3e-07, J_MSC=5.9e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=6.2e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.8, 8.8, 10.0, 10.5, 11.4, 9.7], mean squared curvature=[10.0, 6.8, 9.0, 9.9, 9.6, 10.1]
fun_coils#507 - J=7.4e-05, Jf=7.1e-05, ⟨B·n⟩=7.5e-04, C-C-Sep=0.14 Jf=7.1e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=5.6e-08, J_MSC=5.2e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.8, 8.7, 10.0, 9.9, 10.5, 9.7], mean squared curvature=[10.0, 6.8, 8.9, 10.0, 9.5, 10.0]
fun_coils#508 - J=7.4e-05, Jf=7.1e-05, ⟨B·n⟩=7.5e-04, C-C-Sep=0.14 Jf=7.1e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=8.9e-08, J_MSC=6.4e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=5.1e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.8, 8.7, 9.9, 10.4, 10.3, 9.7], mean squared curvature=[10.0, 6.8, 8.9, 10.0, 9.5, 10.0]
fun_coils#509 - J=7.3e-05, Jf=7.1e-05, ⟨B·n⟩=7.5e-04, C-C-Sep=0.14 Jf=7.1e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=2.3e-09, J_MSC=5.2e-09, J_ALS=2.0e-06, J_LENGTH_PENALTY=4.3e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.8, 8.8, 9.9, 10.1, 9.8, 9.7], mean squared curvature=[10.0, 6.8, 8.9, 9.9, 9.5, 10.0]
fun_coils#510 - J=7.3e-05, Jf=7.1e-05, ⟨B·n⟩=7.5e-04, C-C-Sep=0.14 Jf=7.1e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=5.3e-09, J_MSC=5.3e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.7e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.7, 9.0, 10.0, 10.1, 9.7, 9.6], mean squared curvature=[10.0, 6.8, 8.9, 10.0, 9.6, 10.0]
fun_coils#511 - J=7.3e-05, Jf=7.0e-05, ⟨B·n⟩=7.4e-04, C-C-Sep=0.14 Jf=7.0e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.4e-07, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.1e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.6, 9.6, 9.9, 10.0, 9.9, 9.6], mean squared curvature=[10.0, 6.8, 8.9, 10.0, 9.6, 10.0]
fun_coils#512 - J=7.2e-05, Jf=7.0e-05, ⟨B·n⟩=7.4e-04, C-C-Sep=0.14 Jf=7.0e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=7.1e-08, J_MSC=3.3e-08, J_ALS=2.0e-06, J_LENGTH_PENALTY=3.2e-07 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.6, 10.0, 9.8, 9.6, 10.5, 9.6], mean squared curvature=[10.0, 6.8, 8.7, 10.0, 9.6, 10.0]
