
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.001018332930600819
fun_coils_simple#1 - J=7.2e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-05, J_MSC=6.1e-03, J_ALS=8.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.3, 14.0, 13.3, 16.1], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.5, 15.4, 15.9, 16.1]
fun_coils#236 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=3.2e-06, J_CC=3.4e-08, J_CURVATURE=2.3e-07, J_MSC=1.5e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.0])=31.7, curvature=[6.7, 6.6, 6.7, 9.5, 7.2, 7.5, 7.6, 11.0], mean squared curvature=[10.1, 10.0, 7.1, 9.6, 9.7, 10.1, 10.0, 10.1]
fun_coils#237 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=3.2e-06, J_CC=2.4e-08, J_CURVATURE=7.5e-08, J_MSC=6.2e-08, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.0e-07 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.0])=31.7, curvature=[6.6, 6.6, 6.7, 9.4, 7.2, 7.3, 7.7, 10.6], mean squared curvature=[10.0, 10.0, 7.1, 9.6, 9.7, 9.9, 9.8, 10.0]
fun_coils#238 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=3.2e-06, J_CC=3.4e-08, J_CURVATURE=1.4e-08, J_MSC=5.5e-08, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.1e-07 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.0])=31.7, curvature=[6.7, 6.6, 6.7, 9.5, 7.1, 7.4, 7.7, 10.3], mean squared curvature=[10.0, 9.9, 7.1, 9.6, 9.7, 10.0, 10.0, 10.0]
fun_coils#239 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=2.0e-04, J_length=3.2e-06, J_CC=4.1e-08, J_CURVATURE=3.3e-11, J_MSC=4.8e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.1e-07 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.0])=31.7, curvature=[6.9, 6.6, 6.7, 9.5, 7.1, 7.4, 7.6, 10.0], mean squared curvature=[10.0, 9.9, 7.1, 9.6, 9.7, 9.9, 10.1, 10.0]
fun_coils#240 - J=2.0e-04, Jf=1.9e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=1.9e-04, J_length=3.2e-06, J_CC=4.1e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.5e-07 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.0])=31.7, curvature=[6.8, 6.6, 6.7, 9.5, 7.1, 7.3, 7.5, 9.5], mean squared curvature=[9.9, 9.9, 7.1, 9.6, 9.7, 9.8, 10.0, 9.9]
fun_coils#241 - J=2.0e-04, Jf=1.9e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=1.9e-04, J_length=3.2e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.6e-06, J_LENGTH_PENALTY=2.1e-07 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.0])=31.7, curvature=[6.9, 6.6, 6.7, 9.6, 7.0, 7.2, 7.3, 9.0], mean squared curvature=[10.0, 9.9, 7.1, 9.7, 9.7, 9.7, 10.0, 9.9]
fun_coils#242 - J=1.7e-03, Jf=1.9e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=1.9e-04, J_length=3.2e-06, J_CC=5.8e-08, J_CURVATURE=4.8e-05, J_MSC=1.4e-03, J_ALS=2.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.1, curvature=[7.2, 8.1, 6.8, 10.9, 7.0, 7.9, 8.6, 19.3], mean squared curvature=[11.8, 12.7, 7.1, 10.3, 9.6, 9.8, 12.3, 13.6]
fun_coils#243 - J=1.9e-04, Jf=1.9e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=1.9e-04, J_length=3.2e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=2.2e-08 Coil lengths=sum([3.5, 3.6, 3.7, 3.7, 3.7, 4.0, 4.7, 5.0])=31.8, curvature=[6.9, 6.7, 6.7, 9.9, 7.0, 7.0, 6.9, 8.7], mean squared curvature=[10.0, 10.2, 7.1, 9.7, 9.6, 9.5, 10.1, 10.0]
fun_coils#244 - J=1.9e-04, Jf=1.9e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=1.9e-04, J_length=3.2e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.7, 3.7, 3.7, 4.0, 4.7, 5.0])=31.8, curvature=[6.8, 6.8, 6.7, 9.9, 6.9, 6.6, 6.7, 8.8], mean squared curvature=[10.0, 10.0, 7.1, 9.8, 9.6, 9.2, 10.1, 10.1]
fun_coils#245 - J=1.9e-04, Jf=1.9e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=1.9e-04, J_length=3.2e-06, J_CC=4.3e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.6e-06, J_LENGTH_PENALTY=4.0e-08 Coil lengths=sum([3.5, 3.6, 3.7, 3.7, 3.7, 4.0, 4.7, 5.0])=31.8, curvature=[6.7, 6.8, 6.8, 9.8, 6.9, 6.5, 6.8, 8.8], mean squared curvature=[9.8, 9.8, 7.1, 9.7, 9.6, 9.1, 9.9, 9.8]
fun_coils#246 - J=1.9e-04, Jf=1.9e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=1.9e-04, J_length=3.2e-06, J_CC=4.8e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([3.5, 3.6, 3.7, 3.7, 3.7, 4.0, 4.7, 5.0])=31.8, curvature=[6.8, 6.8, 6.8, 9.9, 6.9, 6.4, 6.6, 8.8], mean squared curvature=[9.9, 9.8, 7.1, 9.7, 9.6, 9.1, 9.9, 9.8]
fun_coils#247 - J=3.4e-03, Jf=1.8e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=1.8e-04, J_length=3.2e-06, J_CC=6.7e-08, J_CURVATURE=9.2e-05, J_MSC=3.2e-03, J_ALS=2.6e-06, J_LENGTH_PENALTY=9.2e-08 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.4, curvature=[9.1, 7.5, 6.9, 11.9, 7.4, 9.5, 10.6, 31.5], mean squared curvature=[15.9, 11.5, 7.1, 10.9, 10.8, 9.8, 13.2, 13.8]
fun_coils#248 - J=1.9e-04, Jf=1.8e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.8e-04, J_length=3.2e-06, J_CC=5.2e-08, J_CURVATURE=3.2e-08, J_MSC=8.1e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=4.9e-08 Coil lengths=sum([3.5, 3.6, 3.7, 3.7, 3.7, 4.0, 4.7, 5.0])=31.9, curvature=[7.0, 6.9, 6.8, 10.2, 7.0, 6.4, 6.2, 8.6], mean squared curvature=[10.4, 10.0, 7.1, 9.9, 9.6, 9.0, 10.0, 10.0]
fun_coils#249 - J=1.9e-04, Jf=1.8e-04, ⟨B·n⟩=1.7e-03, C-C-Sep=0.11 Jf=1.8e-04, J_length=3.2e-06, J_CC=5.0e-08, J_CURVATURE=9.9e-10, J_MSC=3.5e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=8.5e-08 Coil lengths=sum([3.5, 3.6, 3.7, 3.7, 3.7, 4.0, 4.7, 5.0])=31.9, curvature=[6.9, 6.9, 6.8, 10.0, 6.9, 6.4, 6.3, 8.6], mean squared curvature=[10.1, 9.9, 7.1, 9.8, 9.6, 9.0, 9.9, 9.9]
fun_coils#250 - J=1.9e-04, Jf=1.8e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.8e-04, J_length=3.2e-06, J_CC=3.9e-08, J_CURVATURE=8.3e-08, J_MSC=6.4e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.7, 3.7, 3.7, 4.1, 4.7, 5.0])=32.0, curvature=[6.9, 7.0, 6.8, 10.4, 7.1, 6.3, 6.4, 9.4], mean squared curvature=[10.2, 10.2, 7.1, 9.9, 9.6, 9.0, 10.2, 10.1]
fun_coils#251 - J=1.8e-04, Jf=1.8e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.8e-04, J_length=3.2e-06, J_CC=4.3e-08, J_CURVATURE=2.9e-08, J_MSC=6.7e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=8.2e-09 Coil lengths=sum([3.5, 3.6, 3.7, 3.7, 3.7, 4.0, 4.7, 5.0])=31.9, curvature=[6.9, 7.0, 6.8, 10.2, 7.0, 6.4, 6.2, 8.8], mean squared curvature=[10.1, 10.0, 7.1, 9.9, 9.6, 9.0, 10.0, 10.0]
fun_coils#252 - J=1.8e-04, Jf=1.7e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.7e-04, J_length=3.2e-06, J_CC=4.3e-08, J_CURVATURE=2.2e-08, J_MSC=3.8e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=2.7e-08 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.0, curvature=[6.7, 7.1, 6.8, 10.2, 7.2, 6.3, 6.2, 9.7], mean squared curvature=[10.0, 10.1, 7.1, 9.9, 9.6, 9.0, 9.9, 10.2]
fun_coils#253 - J=1.9e-04, Jf=1.9e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.9e-04, J_length=3.2e-06, J_CC=2.8e-08, J_CURVATURE=0.0e+00, J_MSC=5.8e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=4.3e-09 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.0, curvature=[6.4, 7.1, 6.8, 9.9, 8.3, 6.6, 8.2, 9.0], mean squared curvature=[9.9, 9.7, 7.1, 9.9, 9.8, 9.0, 10.1, 9.9]
fun_coils#254 - J=1.8e-04, Jf=1.8e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.8e-04, J_length=3.2e-06, J_CC=3.7e-08, J_CURVATURE=4.0e-09, J_MSC=2.8e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.0, curvature=[6.6, 7.1, 6.8, 10.1, 7.4, 6.4, 6.8, 9.4], mean squared curvature=[9.9, 10.0, 7.1, 9.9, 9.6, 9.0, 9.9, 10.1]
fun_coils#255 - J=1.8e-04, Jf=1.7e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.7e-04, J_length=3.2e-06, J_CC=4.7e-08, J_CURVATURE=5.9e-09, J_MSC=0.0e+00, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.0, curvature=[6.5, 7.1, 6.8, 10.1, 7.2, 6.4, 6.4, 9.4], mean squared curvature=[10.0, 10.0, 7.1, 9.9, 9.6, 9.0, 9.7, 10.0]
fun_coils#256 - J=1.8e-04, Jf=1.7e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.7e-04, J_length=3.2e-06, J_CC=5.7e-08, J_CURVATURE=1.5e-08, J_MSC=2.2e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.1, curvature=[6.4, 7.2, 6.9, 10.2, 7.4, 7.1, 6.4, 9.6], mean squared curvature=[10.2, 10.0, 7.1, 9.9, 9.6, 9.1, 9.6, 10.0]
fun_coils#257 - J=1.8e-04, Jf=1.7e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.7e-04, J_length=3.2e-06, J_CC=5.2e-08, J_CURVATURE=1.0e-08, J_MSC=3.8e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.1, curvature=[6.5, 7.1, 6.8, 10.1, 7.3, 6.6, 6.4, 9.5], mean squared curvature=[10.1, 10.0, 7.1, 9.9, 9.6, 9.0, 9.7, 10.0]
fun_coils#258 - J=1.7e-04, Jf=1.7e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.7e-04, J_length=3.2e-06, J_CC=5.6e-08, J_CURVATURE=6.1e-09, J_MSC=5.5e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.1, curvature=[6.4, 7.2, 6.8, 10.1, 7.5, 7.7, 6.4, 9.6], mean squared curvature=[10.1, 10.0, 7.1, 9.9, 9.7, 9.2, 9.6, 10.1]
fun_coils#259 - J=1.7e-04, Jf=1.7e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.7e-04, J_length=3.2e-06, J_CC=6.0e-08, J_CURVATURE=8.4e-11, J_MSC=2.4e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=2.4e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.2, curvature=[6.3, 7.3, 6.8, 10.0, 7.7, 8.7, 6.6, 9.5], mean squared curvature=[10.0, 10.1, 7.2, 10.0, 9.7, 9.3, 9.6, 10.0]
fun_coils#260 - J=1.7e-04, Jf=1.7e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.7e-04, J_length=3.2e-06, J_CC=6.8e-08, J_CURVATURE=0.0e+00, J_MSC=4.3e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.5e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.2, curvature=[6.2, 7.4, 6.8, 9.9, 7.8, 10.0, 7.0, 9.6], mean squared curvature=[10.0, 10.1, 7.2, 10.0, 9.8, 9.6, 9.6, 10.0]
fun_coils#261 - J=1.7e-04, Jf=1.7e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.7e-04, J_length=3.2e-06, J_CC=7.8e-08, J_CURVATURE=3.5e-07, J_MSC=1.7e-08, J_ALS=2.6e-06, J_LENGTH_PENALTY=5.8e-08 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.2, curvature=[6.2, 7.5, 6.8, 9.7, 7.8, 11.1, 7.3, 9.6], mean squared curvature=[10.0, 10.0, 7.2, 10.0, 9.9, 9.9, 9.6, 10.0]
fun_coils#262 - J=1.7e-04, Jf=1.7e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.7e-04, J_length=3.2e-06, J_CC=7.8e-08, J_CURVATURE=4.0e-09, J_MSC=0.0e+00, J_ALS=2.6e-06, J_LENGTH_PENALTY=5.7e-08 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.2, curvature=[6.1, 7.5, 6.8, 9.7, 7.7, 10.1, 7.2, 9.6], mean squared curvature=[10.0, 10.0, 7.2, 10.0, 9.9, 9.7, 9.6, 10.0]
fun_coils#263 - J=1.7e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=8.2e-08, J_CURVATURE=2.7e-09, J_MSC=2.3e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.2e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.7, 5.0])=32.3, curvature=[6.1, 7.5, 6.7, 9.5, 7.6, 10.1, 7.5, 9.7], mean squared curvature=[10.1, 10.0, 7.2, 9.9, 10.0, 9.8, 9.8, 10.0]
fun_coils#264 - J=1.7e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=8.1e-08, J_CURVATURE=0.0e+00, J_MSC=4.2e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=5.5e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.4, curvature=[6.1, 7.6, 6.7, 9.4, 7.7, 9.7, 7.8, 9.9], mean squared curvature=[10.1, 9.9, 7.2, 9.9, 10.2, 9.9, 10.1, 10.2]
fun_coils#265 - J=1.7e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=8.2e-08, J_CURVATURE=0.0e+00, J_MSC=6.2e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=2.8e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.3, curvature=[6.1, 7.5, 6.7, 9.4, 7.7, 9.9, 7.6, 9.8], mean squared curvature=[10.1, 9.9, 7.2, 9.9, 10.1, 9.8, 9.9, 10.0]
fun_coils#266 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=7.4e-08, J_CURVATURE=0.0e+00, J_MSC=8.5e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=4.6e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.4, curvature=[6.0, 7.5, 6.7, 9.4, 7.4, 8.9, 7.5, 9.9], mean squared curvature=[9.9, 9.8, 7.2, 9.9, 10.0, 9.7, 9.9, 10.1]
fun_coils#267 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=6.1e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.3, curvature=[6.0, 7.4, 6.7, 9.3, 7.4, 8.3, 7.8, 9.5], mean squared curvature=[9.9, 9.8, 7.2, 9.9, 9.9, 9.5, 9.9, 9.9]
fun_coils#268 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=6.3e-08, J_CURVATURE=0.0e+00, J_MSC=8.3e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.1e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.4, curvature=[6.0, 7.5, 6.6, 9.1, 7.2, 8.3, 8.2, 9.4], mean squared curvature=[10.0, 9.8, 7.2, 9.8, 10.0, 9.6, 10.1, 9.9]
fun_coils#269 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=6.2e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.6e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.4, curvature=[5.9, 7.5, 6.6, 9.2, 7.3, 8.3, 7.9, 9.5], mean squared curvature=[9.9, 9.8, 7.2, 9.9, 9.9, 9.6, 10.0, 9.9]
fun_coils#270 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=6.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.5e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.4e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.4, curvature=[6.0, 7.5, 6.6, 9.2, 7.3, 8.3, 7.9, 9.5], mean squared curvature=[10.0, 9.8, 7.2, 9.9, 9.9, 9.6, 10.1, 9.9]
fun_coils#271 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=6.5e-08, J_CURVATURE=0.0e+00, J_MSC=5.8e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=5.9e-08 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.4, curvature=[6.0, 7.5, 6.6, 9.1, 7.2, 8.4, 8.1, 9.4], mean squared curvature=[10.1, 9.8, 7.2, 9.8, 10.0, 9.7, 10.0, 9.9]
fun_coils#272 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=7.1e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.1e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.4, curvature=[6.0, 7.5, 6.6, 9.1, 7.2, 8.3, 7.8, 9.4], mean squared curvature=[10.0, 9.7, 7.2, 9.8, 10.0, 9.7, 9.9, 9.8]
fun_coils#273 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=7.3e-08, J_CURVATURE=0.0e+00, J_MSC=2.4e-08, J_ALS=2.6e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([3.5, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.4, curvature=[6.1, 7.5, 6.6, 9.0, 7.1, 8.1, 8.2, 9.3], mean squared curvature=[10.0, 9.7, 7.2, 9.8, 10.0, 9.7, 9.9, 9.8]
fun_coils#274 - J=1.7e-04, Jf=1.5e-04, ⟨B·n⟩=1.5e-03, C-C-Sep=0.11 Jf=1.5e-04, J_length=3.3e-06, J_CC=7.7e-08, J_CURVATURE=6.1e-07, J_MSC=1.4e-05, J_ALS=2.6e-06, J_LENGTH_PENALTY=7.5e-07 Coil lengths=sum([3.6, 3.7, 3.7, 3.8, 3.8, 4.2, 4.8, 5.0])=32.6, curvature=[6.6, 7.4, 6.3, 8.4, 7.0, 7.9, 9.7, 11.9], mean squared curvature=[10.5, 9.7, 7.2, 9.8, 10.1, 10.0, 9.9, 9.9]
fun_coils#275 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=1.6e-03, C-C-Sep=0.11 Jf=1.6e-04, J_length=3.2e-06, J_CC=7.4e-08, J_CURVATURE=0.0e+00, J_MSC=4.7e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=3.2e-07 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.0])=32.5, curvature=[6.2, 7.5, 6.5, 8.8, 7.1, 7.8, 8.7, 9.4], mean squared curvature=[10.1, 9.7, 7.2, 9.8, 10.0, 9.8, 9.9, 9.8]
fun_coils#276 - J=1.6e-04, Jf=1.5e-04, ⟨B·n⟩=1.5e-03, C-C-Sep=0.11 Jf=1.5e-04, J_length=3.3e-06, J_CC=7.7e-08, J_CURVATURE=3.1e-08, J_MSC=1.2e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=5.2e-07 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.2, 4.8, 5.0])=32.6, curvature=[6.3, 7.4, 6.4, 8.6, 7.1, 7.6, 8.8, 10.5], mean squared curvature=[10.2, 9.7, 7.2, 9.8, 10.0, 9.9, 9.8, 9.8]
fun_coils#277 - J=1.5e-04, Jf=1.5e-04, ⟨B·n⟩=1.5e-03, C-C-Sep=0.11 Jf=1.5e-04, J_length=3.3e-06, J_CC=8.3e-08, J_CURVATURE=0.0e+00, J_MSC=6.9e-08, J_ALS=2.6e-06, J_LENGTH_PENALTY=4.9e-07 Coil lengths=sum([3.6, 3.7, 3.7, 3.8, 3.8, 4.2, 4.8, 5.0])=32.6, curvature=[6.3, 7.4, 6.3, 8.5, 7.1, 7.5, 8.4, 9.6], mean squared curvature=[10.0, 9.7, 7.2, 9.8, 9.9, 9.9, 9.7, 9.8]
fun_coils#278 - J=1.5e-04, Jf=1.5e-04, ⟨B·n⟩=1.5e-03, C-C-Sep=0.11 Jf=1.5e-04, J_length=3.3e-06, J_CC=1.1e-07, J_CURVATURE=2.0e-07, J_MSC=2.9e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=6.6e-08 Coil lengths=sum([3.6, 3.7, 3.7, 3.8, 3.8, 4.2, 4.8, 5.0])=32.6, curvature=[6.7, 7.4, 6.3, 8.2, 7.2, 8.0, 9.0, 11.2], mean squared curvature=[10.1, 9.9, 7.2, 9.7, 9.9, 10.2, 9.6, 9.8]
fun_coils#279 - J=1.5e-04, Jf=1.5e-04, ⟨B·n⟩=1.5e-03, C-C-Sep=0.11 Jf=1.5e-04, J_length=3.3e-06, J_CC=9.3e-08, J_CURVATURE=9.3e-09, J_MSC=2.2e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([3.6, 3.7, 3.7, 3.8, 3.8, 4.2, 4.8, 5.0])=32.6, curvature=[6.4, 7.4, 6.2, 8.4, 7.2, 7.7, 8.6, 10.3], mean squared curvature=[10.1, 9.8, 7.2, 9.8, 9.9, 10.0, 9.6, 9.7]
