
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.001018332930600819
fun_coils_simple#1 - J=7.2e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-05, J_MSC=6.1e-03, J_ALS=8.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.3, 14.0, 13.3, 16.1], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.5, 15.4, 15.9, 16.1]
fun_coils#181 - J=2.9e-04, Jf=2.7e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.10 Jf=2.7e-04, J_length=3.1e-06, J_CC=2.5e-06, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.0, curvature=[6.6, 5.9, 6.2, 7.6, 9.9, 8.8, 9.7, 9.8], mean squared curvature=[10.3, 10.0, 7.1, 9.6, 9.9, 9.9, 10.3, 10.3]
fun_coils#182 - J=2.8e-04, Jf=2.8e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.10 Jf=2.8e-04, J_length=3.1e-06, J_CC=2.3e-06, J_CURVATURE=0.0e+00, J_MSC=4.6e-07, J_ALS=2.4e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.4, 3.5, 3.6, 3.5, 3.6, 3.8, 4.4, 4.9])=30.8, curvature=[6.5, 5.9, 6.0, 7.5, 10.0, 8.3, 9.0, 9.2], mean squared curvature=[10.0, 10.0, 7.1, 9.7, 9.9, 9.8, 10.1, 10.0]
fun_coils#183 - J=2.9e-04, Jf=2.7e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.10 Jf=2.7e-04, J_length=3.1e-06, J_CC=2.6e-06, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.1, curvature=[6.5, 5.9, 6.2, 7.6, 9.8, 8.8, 8.5, 10.0], mean squared curvature=[10.4, 10.0, 7.1, 9.6, 9.7, 9.8, 9.9, 10.4]
fun_coils#184 - J=2.8e-04, Jf=2.7e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.10 Jf=2.7e-04, J_length=3.1e-06, J_CC=2.4e-06, J_CURVATURE=0.0e+00, J_MSC=9.1e-07, J_ALS=2.4e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.4, 3.5, 3.6, 3.6, 3.6, 3.9, 4.4, 4.9])=30.9, curvature=[6.4, 5.9, 6.1, 7.6, 9.9, 8.4, 8.8, 9.4], mean squared curvature=[10.1, 10.0, 7.1, 9.7, 9.8, 9.8, 10.0, 10.1]
fun_coils#185 - J=2.8e-04, Jf=2.7e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.10 Jf=2.7e-04, J_length=3.1e-06, J_CC=2.9e-06, J_CURVATURE=0.0e+00, J_MSC=3.7e-07, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.0, curvature=[6.2, 5.9, 6.2, 7.6, 9.9, 8.7, 8.5, 9.7], mean squared curvature=[10.1, 10.0, 7.1, 9.6, 9.8, 9.8, 10.0, 10.0]
fun_coils#186 - J=2.7e-04, Jf=2.7e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.10 Jf=2.7e-04, J_length=3.1e-06, J_CC=3.5e-06, J_CURVATURE=1.9e-09, J_MSC=2.8e-07, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.2, curvature=[6.0, 5.9, 6.3, 7.6, 9.8, 9.0, 8.0, 10.1], mean squared curvature=[10.0, 10.0, 7.2, 9.5, 9.6, 9.9, 10.0, 10.1]
fun_coils#187 - J=2.7e-04, Jf=2.7e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.10 Jf=2.7e-04, J_length=3.1e-06, J_CC=3.5e-06, J_CURVATURE=9.0e-09, J_MSC=1.5e-07, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.2, curvature=[5.8, 5.9, 6.4, 7.6, 9.7, 9.3, 8.1, 10.2], mean squared curvature=[10.1, 10.0, 7.2, 9.4, 9.5, 10.0, 10.0, 9.9]
fun_coils#188 - J=2.7e-04, Jf=2.6e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.10 Jf=2.6e-04, J_length=3.1e-06, J_CC=2.9e-06, J_CURVATURE=3.3e-08, J_MSC=1.0e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 3.9, 4.5, 5.0])=31.3, curvature=[5.6, 5.9, 6.4, 7.6, 9.5, 9.6, 8.4, 10.2], mean squared curvature=[10.0, 10.0, 7.2, 9.2, 9.2, 10.1, 10.1, 9.9]
fun_coils#189 - J=2.6e-04, Jf=2.6e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.10 Jf=2.6e-04, J_length=3.1e-06, J_CC=1.1e-06, J_CURVATURE=8.2e-07, J_MSC=0.0e+00, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.1, curvature=[5.4, 5.9, 6.3, 7.4, 9.1, 9.5, 11.8, 10.1], mean squared curvature=[9.8, 9.9, 7.2, 8.8, 8.8, 10.0, 10.0, 9.8]
fun_coils#190 - J=2.6e-04, Jf=2.6e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.11 Jf=2.6e-04, J_length=3.1e-06, J_CC=6.6e-07, J_CURVATURE=9.0e-10, J_MSC=5.2e-08, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.1, curvature=[5.5, 6.0, 6.3, 7.4, 9.0, 9.4, 8.1, 10.1], mean squared curvature=[9.9, 9.9, 7.1, 8.7, 8.7, 10.0, 9.8, 9.8]
fun_coils#191 - J=2.6e-04, Jf=2.5e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.11 Jf=2.5e-04, J_length=3.1e-06, J_CC=4.1e-07, J_CURVATURE=5.1e-08, J_MSC=1.6e-06, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.1, curvature=[5.5, 6.0, 6.3, 7.4, 8.8, 9.3, 7.9, 10.4], mean squared curvature=[10.1, 10.0, 7.1, 8.6, 8.7, 10.2, 9.8, 10.0]
fun_coils#192 - J=2.6e-04, Jf=2.5e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.11 Jf=2.5e-04, J_length=3.1e-06, J_CC=3.7e-07, J_CURVATURE=1.9e-07, J_MSC=7.5e-07, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.2, curvature=[5.6, 6.0, 6.4, 7.4, 8.8, 8.9, 8.0, 10.8], mean squared curvature=[10.0, 10.1, 7.2, 8.6, 8.7, 10.0, 9.8, 10.1]
fun_coils#193 - J=2.6e-04, Jf=2.5e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.11 Jf=2.5e-04, J_length=3.1e-06, J_CC=5.8e-07, J_CURVATURE=1.2e-07, J_MSC=0.0e+00, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.2, curvature=[5.5, 6.0, 6.4, 7.5, 8.9, 9.1, 7.5, 10.6], mean squared curvature=[9.9, 10.0, 7.2, 8.7, 8.8, 9.9, 9.7, 9.9]
fun_coils#194 - J=2.5e-04, Jf=2.5e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.11 Jf=2.5e-04, J_length=3.1e-06, J_CC=5.5e-07, J_CURVATURE=1.7e-07, J_MSC=2.5e-09, J_ALS=2.5e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.6, 3.9, 4.5, 5.0])=31.3, curvature=[5.5, 6.0, 6.5, 7.6, 8.9, 9.2, 7.8, 10.7], mean squared curvature=[9.9, 10.0, 7.2, 8.7, 8.8, 9.9, 9.8, 10.0]
fun_coils#195 - J=1.8e-03, Jf=2.4e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.10 Jf=2.4e-04, J_length=3.2e-06, J_CC=1.6e-06, J_CURVATURE=4.5e-05, J_MSC=1.5e-03, J_ALS=2.8e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.6, 3.7, 3.7, 3.7, 4.0, 4.7, 5.3])=32.3, curvature=[8.2, 6.1, 7.5, 8.1, 8.0, 10.4, 14.7, 14.4], mean squared curvature=[13.1, 9.8, 7.5, 8.7, 9.5, 10.5, 13.5, 12.8]
fun_coils#196 - J=2.5e-04, Jf=2.5e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.11 Jf=2.5e-04, J_length=3.1e-06, J_CC=5.2e-07, J_CURVATURE=1.3e-07, J_MSC=6.3e-07, J_ALS=2.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 3.9, 4.5, 5.0])=31.4, curvature=[5.5, 6.0, 6.6, 7.6, 8.8, 9.3, 8.4, 10.6], mean squared curvature=[10.1, 10.0, 7.2, 8.7, 8.8, 9.9, 9.9, 10.1]
fun_coils#197 - J=2.5e-04, Jf=2.4e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.11 Jf=2.4e-04, J_length=3.2e-06, J_CC=7.2e-07, J_CURVATURE=1.7e-08, J_MSC=1.8e-06, J_ALS=2.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 3.9, 4.6, 5.1])=31.6, curvature=[5.4, 6.0, 6.7, 7.7, 8.8, 9.6, 9.0, 10.2], mean squared curvature=[10.1, 9.9, 7.3, 8.7, 8.8, 9.8, 10.1, 10.1]
fun_coils#198 - J=2.5e-04, Jf=2.4e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.11 Jf=2.4e-04, J_length=3.2e-06, J_CC=1.1e-06, J_CURVATURE=0.0e+00, J_MSC=3.0e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.1])=31.7, curvature=[5.5, 6.0, 6.8, 7.9, 8.9, 9.9, 9.2, 9.6], mean squared curvature=[10.0, 9.9, 7.3, 8.8, 8.9, 9.8, 10.0, 10.0]
fun_coils#199 - J=2.5e-04, Jf=2.4e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.11 Jf=2.4e-04, J_length=3.2e-06, J_CC=1.3e-06, J_CURVATURE=5.0e-09, J_MSC=2.0e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.1])=31.8, curvature=[5.6, 6.0, 6.9, 7.9, 8.9, 10.1, 9.7, 9.1], mean squared curvature=[10.0, 9.8, 7.3, 8.8, 8.9, 9.7, 10.0, 10.0]
fun_coils#200 - J=2.5e-04, Jf=2.4e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.11 Jf=2.4e-04, J_length=3.2e-06, J_CC=1.1e-06, J_CURVATURE=6.9e-09, J_MSC=6.4e-06, J_ALS=2.7e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.2])=31.9, curvature=[5.9, 6.0, 7.0, 8.0, 8.8, 10.1, 9.5, 9.5], mean squared curvature=[10.2, 9.8, 7.4, 8.7, 9.0, 9.7, 10.1, 10.3]
fun_coils#201 - J=2.4e-04, Jf=2.4e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.11 Jf=2.4e-04, J_length=3.2e-06, J_CC=1.2e-06, J_CURVATURE=5.6e-09, J_MSC=9.7e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.2])=31.8, curvature=[5.7, 6.0, 7.0, 8.0, 8.9, 10.1, 9.3, 9.2], mean squared curvature=[10.1, 9.8, 7.3, 8.8, 8.9, 9.7, 10.1, 10.1]
fun_coils#202 - J=2.4e-04, Jf=2.4e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.11 Jf=2.4e-04, J_length=3.2e-06, J_CC=9.6e-07, J_CURVATURE=0.0e+00, J_MSC=1.0e-06, J_ALS=2.7e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.6, 3.6, 3.7, 4.0, 4.6, 5.2])=31.9, curvature=[5.7, 6.0, 7.0, 8.0, 8.7, 10.0, 9.4, 9.1], mean squared curvature=[10.1, 9.8, 7.4, 8.7, 9.0, 9.6, 10.1, 10.1]
fun_coils#203 - J=2.4e-04, Jf=2.3e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.3e-04, J_length=3.2e-06, J_CC=1.0e-06, J_CURVATURE=3.1e-08, J_MSC=8.1e-07, J_ALS=2.8e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.7, 3.6, 3.7, 4.0, 4.7, 5.2])=32.1, curvature=[5.7, 6.0, 7.3, 8.0, 8.5, 10.2, 9.5, 10.3], mean squared curvature=[10.0, 9.8, 7.4, 8.6, 9.1, 9.7, 9.9, 10.1]
fun_coils#204 - J=2.3e-04, Jf=2.3e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.3e-04, J_length=3.2e-06, J_CC=6.9e-07, J_CURVATURE=0.0e+00, J_MSC=4.3e-07, J_ALS=2.8e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.6, 3.7, 3.6, 3.7, 4.0, 4.7, 5.2])=32.1, curvature=[5.8, 6.1, 7.3, 7.9, 8.3, 9.9, 9.6, 9.1], mean squared curvature=[10.1, 9.9, 7.4, 8.5, 9.2, 9.6, 9.8, 10.0]
fun_coils#205 - J=2.3e-04, Jf=2.3e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.3e-04, J_length=3.2e-06, J_CC=7.6e-07, J_CURVATURE=1.9e-08, J_MSC=5.6e-08, J_ALS=2.8e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.6, 3.7, 3.7, 3.7, 4.0, 4.7, 5.2])=32.2, curvature=[5.8, 6.1, 7.4, 8.0, 8.3, 10.0, 10.3, 8.7], mean squared curvature=[10.0, 9.9, 7.4, 8.5, 9.3, 9.7, 9.8, 10.0]
fun_coils#206 - J=2.4e-04, Jf=2.3e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.3e-04, J_length=3.2e-06, J_CC=9.1e-07, J_CURVATURE=8.0e-07, J_MSC=7.2e-06, J_ALS=2.9e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.6, 3.7, 3.7, 3.8, 4.1, 4.8, 5.3])=32.5, curvature=[6.0, 6.2, 7.7, 8.1, 8.2, 10.0, 9.9, 11.7], mean squared curvature=[10.2, 9.9, 7.5, 8.5, 9.8, 9.8, 9.8, 10.3]
fun_coils#207 - J=2.3e-04, Jf=2.3e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.3e-04, J_length=3.2e-06, J_CC=8.0e-07, J_CURVATURE=4.3e-09, J_MSC=3.3e-07, J_ALS=2.9e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.6, 3.7, 3.7, 3.7, 4.0, 4.7, 5.3])=32.3, curvature=[5.9, 6.1, 7.5, 8.0, 8.2, 10.0, 10.1, 9.4], mean squared curvature=[10.1, 9.9, 7.4, 8.5, 9.5, 9.7, 9.8, 10.1]
fun_coils#208 - J=2.3e-04, Jf=2.2e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.2e-04, J_length=3.2e-06, J_CC=7.5e-07, J_CURVATURE=2.6e-07, J_MSC=1.1e-06, J_ALS=2.9e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.6, 3.7, 3.7, 3.8, 4.1, 4.8, 5.3])=32.4, curvature=[5.9, 6.2, 7.6, 8.1, 8.2, 10.0, 9.4, 11.1], mean squared curvature=[10.0, 9.8, 7.5, 8.5, 9.7, 9.8, 9.7, 10.1]
fun_coils#209 - J=2.3e-04, Jf=2.2e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.2e-04, J_length=3.2e-06, J_CC=6.9e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.9e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.6, 3.7, 3.7, 3.8, 4.1, 4.8, 5.3])=32.4, curvature=[5.9, 6.2, 7.6, 8.1, 8.3, 10.0, 9.3, 9.8], mean squared curvature=[9.9, 9.8, 7.5, 8.5, 9.7, 9.8, 9.7, 10.0]
fun_coils#210 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.2e-04, J_length=3.3e-06, J_CC=6.3e-07, J_CURVATURE=1.8e-08, J_MSC=1.8e-07, J_ALS=2.9e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.3])=32.6, curvature=[5.9, 6.2, 7.8, 8.1, 8.8, 9.9, 9.0, 10.3], mean squared curvature=[9.9, 9.8, 7.5, 8.5, 10.0, 9.9, 9.7, 10.1]
fun_coils#211 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.2e-04, J_length=3.3e-06, J_CC=6.1e-07, J_CURVATURE=5.6e-08, J_MSC=7.1e-07, J_ALS=3.0e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.3])=32.6, curvature=[5.8, 6.2, 7.8, 8.1, 9.1, 9.9, 9.7, 10.5], mean squared curvature=[9.9, 9.8, 7.5, 8.5, 10.1, 9.9, 9.7, 10.1]
fun_coils#212 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.2e-04, J_length=3.3e-06, J_CC=4.2e-07, J_CURVATURE=2.7e-06, J_MSC=1.8e-06, J_ALS=3.0e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.3])=32.6, curvature=[5.9, 6.3, 7.9, 8.2, 9.1, 9.9, 12.6, 9.1], mean squared curvature=[10.1, 10.0, 7.5, 8.5, 9.9, 10.0, 10.1, 10.1]
fun_coils#213 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.2e-04, J_length=3.3e-06, J_CC=5.1e-07, J_CURVATURE=3.0e-07, J_MSC=3.7e-08, J_ALS=3.0e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.3])=32.6, curvature=[5.7, 6.3, 7.8, 8.2, 9.1, 9.9, 11.1, 9.8], mean squared curvature=[10.0, 9.9, 7.5, 8.5, 10.0, 9.9, 9.9, 10.0]
fun_coils#214 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.2e-04, J_length=3.3e-06, J_CC=5.1e-07, J_CURVATURE=2.1e-07, J_MSC=1.0e-08, J_ALS=3.0e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.3])=32.6, curvature=[5.7, 6.3, 7.9, 8.2, 9.2, 9.9, 10.9, 9.4], mean squared curvature=[10.0, 9.9, 7.5, 8.5, 10.0, 10.0, 9.9, 10.0]
fun_coils#215 - J=2.4e-04, Jf=2.1e-04, ⟨B·n⟩=1.8e-03, C-C-Sep=0.11 Jf=2.1e-04, J_length=3.3e-06, J_CC=4.4e-07, J_CURVATURE=7.7e-07, J_MSC=2.8e-05, J_ALS=3.0e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.4])=32.8, curvature=[7.1, 6.3, 8.0, 8.1, 9.6, 9.7, 11.5, 8.6], mean squared curvature=[10.7, 10.0, 7.5, 8.7, 10.0, 10.2, 10.1, 10.1]
fun_coils#216 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.9e-03, C-C-Sep=0.11 Jf=2.1e-04, J_length=3.3e-06, J_CC=4.9e-07, J_CURVATURE=2.0e-07, J_MSC=1.6e-07, J_ALS=3.0e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.3])=32.7, curvature=[5.8, 6.3, 7.9, 8.2, 9.2, 9.8, 10.9, 8.9], mean squared curvature=[10.1, 9.9, 7.5, 8.6, 10.0, 10.0, 9.9, 10.0]
fun_coils#217 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.8e-03, C-C-Sep=0.11 Jf=2.1e-04, J_length=3.3e-06, J_CC=5.7e-07, J_CURVATURE=0.0e+00, J_MSC=1.7e-06, J_ALS=3.0e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.4])=32.8, curvature=[6.1, 6.3, 8.0, 8.1, 9.5, 9.7, 10.0, 8.5], mean squared curvature=[10.1, 9.9, 7.5, 8.6, 10.0, 10.1, 9.9, 9.9]
fun_coils#218 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.8e-03, C-C-Sep=0.11 Jf=2.1e-04, J_length=3.3e-06, J_CC=4.7e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.0e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.3])=32.7, curvature=[6.1, 6.3, 7.9, 8.1, 9.4, 9.3, 8.6, 8.6], mean squared curvature=[10.0, 9.9, 7.5, 8.6, 9.9, 9.9, 9.8, 10.0]
fun_coils#219 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.8e-03, C-C-Sep=0.11 Jf=2.1e-04, J_length=3.3e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-07, J_ALS=3.0e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.4])=32.8, curvature=[6.1, 6.3, 8.0, 8.1, 9.5, 9.4, 9.2, 9.0], mean squared curvature=[10.0, 10.0, 7.5, 8.7, 9.9, 9.9, 9.9, 10.0]
fun_coils#220 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.8e-03, C-C-Sep=0.10 Jf=2.1e-04, J_length=3.3e-06, J_CC=1.7e-06, J_CURVATURE=3.2e-07, J_MSC=8.7e-06, J_ALS=3.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.9, 5.5])=33.1, curvature=[6.5, 6.2, 8.3, 8.4, 9.8, 9.7, 11.0, 9.3], mean squared curvature=[10.0, 10.4, 7.6, 8.9, 10.0, 10.0, 10.1, 9.9]
fun_coils#221 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.8e-03, C-C-Sep=0.11 Jf=2.1e-04, J_length=3.3e-06, J_CC=7.7e-07, J_CURVATURE=0.0e+00, J_MSC=2.4e-07, J_ALS=3.0e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.8, 5.4])=32.8, curvature=[6.1, 6.3, 8.0, 8.2, 9.6, 9.4, 9.4, 9.0], mean squared curvature=[10.0, 10.1, 7.5, 8.7, 9.9, 9.9, 9.9, 10.0]
fun_coils#222 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.8e-03, C-C-Sep=0.11 Jf=2.1e-04, J_length=3.3e-06, J_CC=1.0e-06, J_CURVATURE=0.0e+00, J_MSC=3.3e-08, J_ALS=3.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.9, 5.4])=32.9, curvature=[6.1, 6.2, 8.1, 8.2, 9.6, 9.5, 9.4, 9.1], mean squared curvature=[10.0, 10.0, 7.5, 8.7, 9.9, 10.0, 9.9, 10.0]
fun_coils#223 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.8e-03, C-C-Sep=0.10 Jf=2.1e-04, J_length=3.3e-06, J_CC=1.5e-06, J_CURVATURE=1.3e-07, J_MSC=6.1e-07, J_ALS=3.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.9, 5.5])=33.1, curvature=[6.5, 6.2, 8.2, 8.3, 9.8, 9.5, 10.7, 9.6], mean squared curvature=[10.1, 10.0, 7.6, 8.9, 10.0, 10.0, 10.1, 10.0]
fun_coils#224 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.8e-03, C-C-Sep=0.10 Jf=2.1e-04, J_length=3.3e-06, J_CC=1.2e-06, J_CURVATURE=9.1e-12, J_MSC=7.5e-08, J_ALS=3.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.6, 3.7, 3.7, 3.7, 3.8, 4.1, 4.9, 5.4])=33.0, curvature=[6.3, 6.2, 8.1, 8.3, 9.7, 9.4, 10.0, 9.3], mean squared curvature=[10.0, 10.0, 7.5, 8.8, 9.9, 10.0, 10.0, 10.0]
