
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.003553105236718188
fun_coils_simple#1 - J=6.3e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.26 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=5.2e-05, J_MSC=2.8e-03, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 10.8, 15.0, 15.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 14.4, 16.0]
fun_coils#478 - J=1.2e-04, Jf=1.1e-04, ⟨B·n⟩=9.7e-04, C-C-Sep=0.15 Jf=1.1e-04, J_length=3.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=7.5e-08 Coil lengths=sum([5.2, 5.0, 5.0, 5.1, 5.5, 5.5])=31.3, curvature=[6.9, 9.5, 8.7, 9.4, 9.9, 9.5], mean squared curvature=[10.0, 9.5, 10.0, 10.0, 9.5, 10.1]
fun_coils#479 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=9.7e-04, C-C-Sep=0.15 Jf=1.1e-04, J_length=3.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.2e-09, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.6e-07 Coil lengths=sum([5.2, 5.0, 5.0, 5.1, 5.5, 5.5])=31.3, curvature=[6.9, 9.5, 8.7, 9.3, 9.7, 9.4], mean squared curvature=[10.0, 9.5, 10.0, 10.0, 9.5, 10.0]
fun_coils#480 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=9.7e-04, C-C-Sep=0.15 Jf=1.1e-04, J_length=3.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=2.7e-06, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.2, 5.0, 5.0, 5.1, 5.5, 5.5])=31.3, curvature=[6.9, 9.5, 8.7, 9.5, 9.6, 9.7], mean squared curvature=[9.9, 9.5, 9.9, 10.0, 9.5, 10.0]
fun_coils#481 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=9.6e-04, C-C-Sep=0.15 Jf=1.1e-04, J_length=3.1e-06, J_CC=0.0e+00, J_CURVATURE=4.1e-08, J_MSC=3.6e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=4.1e-07 Coil lengths=sum([5.2, 5.0, 5.0, 5.1, 5.5, 5.5])=31.4, curvature=[6.9, 9.6, 8.6, 9.7, 9.5, 10.4], mean squared curvature=[9.9, 9.4, 9.9, 10.1, 9.6, 10.1]
fun_coils#482 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=9.7e-04, C-C-Sep=0.15 Jf=1.1e-04, J_length=3.1e-06, J_CC=0.0e+00, J_CURVATURE=4.8e-08, J_MSC=9.1e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=4.2e-07 Coil lengths=sum([5.2, 5.0, 5.0, 5.1, 5.5, 5.5])=31.4, curvature=[6.8, 9.6, 8.6, 9.3, 9.8, 10.5], mean squared curvature=[9.9, 9.4, 9.9, 9.9, 9.6, 10.0]
fun_coils#483 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=9.6e-04, C-C-Sep=0.15 Jf=1.1e-04, J_length=3.1e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-08, J_MSC=9.4e-11, J_ALS=2.7e-06, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.2, 5.0, 5.0, 5.1, 5.5, 5.5])=31.4, curvature=[6.9, 9.7, 8.6, 9.4, 9.8, 10.3], mean squared curvature=[9.9, 9.4, 9.9, 9.9, 9.6, 10.0]
fun_coils#484 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=9.6e-04, C-C-Sep=0.15 Jf=1.1e-04, J_length=3.1e-06, J_CC=0.0e+00, J_CURVATURE=5.7e-08, J_MSC=6.3e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=3.2e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.5, curvature=[6.9, 9.8, 8.5, 10.1, 9.9, 10.5], mean squared curvature=[10.0, 9.3, 9.9, 10.1, 9.6, 10.1]
fun_coils#485 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=9.5e-04, C-C-Sep=0.15 Jf=1.1e-04, J_length=3.1e-06, J_CC=0.0e+00, J_CURVATURE=4.1e-08, J_MSC=1.5e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.5, curvature=[6.9, 9.8, 8.5, 9.9, 10.0, 10.4], mean squared curvature=[10.0, 9.3, 9.9, 10.0, 9.6, 10.0]
fun_coils#486 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=9.5e-04, C-C-Sep=0.15 Jf=1.1e-04, J_length=3.1e-06, J_CC=0.0e+00, J_CURVATURE=5.3e-08, J_MSC=7.6e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=4.3e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.5, curvature=[7.0, 9.9, 8.5, 10.0, 10.0, 10.5], mean squared curvature=[10.0, 9.2, 9.9, 10.0, 9.5, 10.0]
fun_coils#487 - J=1.1e-04, Jf=1.0e-04, ⟨B·n⟩=9.5e-04, C-C-Sep=0.15 Jf=1.0e-04, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.0e-07, J_MSC=5.4e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=4.2e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.5, curvature=[7.0, 10.0, 8.5, 10.3, 9.8, 10.5], mean squared curvature=[10.0, 9.1, 10.0, 10.0, 9.5, 10.0]
fun_coils#488 - J=1.1e-04, Jf=1.0e-04, ⟨B·n⟩=9.5e-04, C-C-Sep=0.15 Jf=1.0e-04, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.4e-07, J_MSC=1.0e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=4.0e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.5, curvature=[7.1, 10.0, 8.5, 10.4, 9.7, 10.6], mean squared curvature=[10.0, 9.0, 10.0, 10.0, 9.5, 10.0]
fun_coils#489 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=9.4e-04, C-C-Sep=0.15 Jf=1.0e-04, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-07, J_MSC=5.5e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.8e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.5, curvature=[7.1, 10.1, 8.6, 10.2, 9.0, 10.6], mean squared curvature=[10.0, 9.0, 10.0, 10.0, 9.5, 10.0]
fun_coils#490 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=9.4e-04, C-C-Sep=0.15 Jf=1.0e-04, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=9.9e-08, J_MSC=1.2e-06, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.6, curvature=[7.1, 10.2, 8.6, 10.2, 8.7, 10.5], mean squared curvature=[10.0, 8.9, 10.0, 10.0, 9.6, 10.2]
fun_coils#491 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=9.4e-04, C-C-Sep=0.15 Jf=1.0e-04, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.0e-07, J_MSC=1.8e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.8e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.5, curvature=[7.1, 10.1, 8.6, 10.2, 8.9, 10.5], mean squared curvature=[10.0, 9.0, 10.0, 10.0, 9.6, 10.1]
fun_coils#492 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=9.4e-04, C-C-Sep=0.15 Jf=1.0e-04, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=4.7e-08, J_MSC=3.6e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.4e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.6, curvature=[7.0, 10.2, 8.5, 9.9, 8.5, 10.5], mean squared curvature=[10.0, 9.0, 10.0, 9.9, 9.6, 10.1]
fun_coils#493 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=9.3e-04, C-C-Sep=0.15 Jf=1.0e-04, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-08, J_MSC=0.0e+00, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.7e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.6, curvature=[7.0, 10.1, 8.5, 9.9, 8.7, 10.0], mean squared curvature=[10.0, 9.0, 9.9, 9.8, 9.6, 10.0]
fun_coils#494 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=9.3e-04, C-C-Sep=0.15 Jf=1.0e-04, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-08, J_MSC=5.2e-11, J_ALS=2.7e-06, J_LENGTH_PENALTY=2.2e-07 Coil lengths=sum([5.2, 5.1, 5.1, 5.1, 5.5, 5.5])=31.6, curvature=[7.1, 10.2, 8.5, 9.9, 8.7, 10.1], mean squared curvature=[10.0, 9.0, 9.9, 9.8, 9.6, 10.0]
fun_coils#495 - J=1.1e-04, Jf=9.7e-05, ⟨B·n⟩=9.2e-04, C-C-Sep=0.15 Jf=9.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=8.4e-08, J_MSC=1.1e-05, J_ALS=2.7e-06, J_LENGTH_PENALTY=9.2e-07 Coil lengths=sum([5.3, 5.1, 5.1, 5.2, 5.5, 5.5])=31.8, curvature=[7.1, 9.6, 8.6, 10.3, 9.2, 10.4], mean squared curvature=[10.2, 9.0, 10.0, 9.9, 9.7, 10.4]
fun_coils#496 - J=1.0e-04, Jf=9.8e-05, ⟨B·n⟩=9.3e-04, C-C-Sep=0.15 Jf=9.8e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=5.3e-09, J_MSC=2.1e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=3.1e-07 Coil lengths=sum([5.3, 5.1, 5.1, 5.2, 5.5, 5.5])=31.6, curvature=[7.1, 10.0, 8.5, 10.0, 8.8, 10.1], mean squared curvature=[10.0, 8.9, 9.9, 9.8, 9.6, 10.0]
fun_coils#497 - J=1.0e-04, Jf=9.7e-05, ⟨B·n⟩=9.2e-04, C-C-Sep=0.15 Jf=9.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.0e-08, J_MSC=4.1e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=4.5e-07 Coil lengths=sum([5.3, 5.1, 5.1, 5.2, 5.5, 5.5])=31.7, curvature=[7.0, 9.7, 8.5, 10.0, 8.9, 10.2], mean squared curvature=[10.0, 9.0, 9.9, 9.8, 9.6, 10.1]
fun_coils#498 - J=1.0e-04, Jf=9.7e-05, ⟨B·n⟩=9.2e-04, C-C-Sep=0.15 Jf=9.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-08, J_MSC=9.6e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=3.1e-07 Coil lengths=sum([5.3, 5.1, 5.1, 5.2, 5.5, 5.5])=31.7, curvature=[7.0, 9.5, 8.5, 10.0, 8.9, 10.2], mean squared curvature=[10.0, 9.0, 9.9, 9.8, 9.6, 10.0]
fun_coils#499 - J=9.9e-05, Jf=9.6e-05, ⟨B·n⟩=9.2e-04, C-C-Sep=0.15 Jf=9.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-08, J_MSC=6.9e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([5.3, 5.1, 5.1, 5.2, 5.5, 5.5])=31.8, curvature=[7.0, 9.4, 8.5, 10.2, 8.9, 10.3], mean squared curvature=[10.1, 9.0, 9.9, 9.8, 9.7, 10.1]
fun_coils#500 - J=9.8e-05, Jf=9.6e-05, ⟨B·n⟩=9.2e-04, C-C-Sep=0.15 Jf=9.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.6e-09, J_MSC=1.4e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=6.2e-08 Coil lengths=sum([5.3, 5.1, 5.1, 5.2, 5.5, 5.5])=31.8, curvature=[7.0, 9.5, 8.5, 9.9, 8.9, 10.1], mean squared curvature=[10.1, 9.1, 9.9, 9.7, 9.7, 10.0]
fun_coils#501 - J=9.8e-05, Jf=9.5e-05, ⟨B·n⟩=9.2e-04, C-C-Sep=0.15 Jf=9.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.6e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=8.6e-08 Coil lengths=sum([5.3, 5.1, 5.1, 5.2, 5.5, 5.5])=31.8, curvature=[6.9, 9.7, 8.6, 9.7, 9.1, 9.9], mean squared curvature=[10.0, 9.2, 9.8, 9.7, 9.7, 10.1]
fun_coils#502 - J=9.7e-05, Jf=9.4e-05, ⟨B·n⟩=9.2e-04, C-C-Sep=0.15 Jf=9.4e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.0e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.5e-07 Coil lengths=sum([5.3, 5.2, 5.2, 5.2, 5.5, 5.5])=31.9, curvature=[6.9, 9.9, 8.7, 9.5, 9.3, 9.4], mean squared curvature=[10.0, 9.3, 9.8, 9.7, 9.7, 10.1]
fun_coils#503 - J=9.6e-05, Jf=9.3e-05, ⟨B·n⟩=9.2e-04, C-C-Sep=0.15 Jf=9.3e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-09, J_MSC=7.0e-11, J_ALS=2.7e-06, J_LENGTH_PENALTY=2.9e-07 Coil lengths=sum([5.3, 5.2, 5.2, 5.2, 5.5, 5.5])=31.9, curvature=[6.9, 10.1, 8.7, 9.7, 9.3, 9.0], mean squared curvature=[10.0, 9.4, 9.8, 9.7, 9.7, 10.0]
fun_coils#504 - J=9.5e-05, Jf=9.2e-05, ⟨B·n⟩=9.1e-04, C-C-Sep=0.15 Jf=9.2e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=7.7e-08, J_MSC=1.6e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=31.9, curvature=[6.9, 10.3, 8.8, 10.1, 9.6, 9.0], mean squared curvature=[10.0, 9.6, 9.8, 9.7, 9.7, 10.1]
fun_coils#505 - J=9.5e-05, Jf=9.2e-05, ⟨B·n⟩=9.1e-04, C-C-Sep=0.15 Jf=9.2e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-07, J_MSC=6.1e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.6e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=31.9, curvature=[6.9, 10.4, 8.8, 10.2, 9.8, 8.8], mean squared curvature=[10.0, 9.8, 9.8, 9.6, 9.7, 10.0]
fun_coils#506 - J=9.4e-05, Jf=9.1e-05, ⟨B·n⟩=9.1e-04, C-C-Sep=0.15 Jf=9.1e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-07, J_MSC=5.9e-09, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.1e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.0, curvature=[6.8, 10.5, 8.8, 10.1, 10.1, 9.0], mean squared curvature=[10.0, 9.9, 9.8, 9.5, 9.7, 10.0]
fun_coils#507 - J=9.6e-05, Jf=9.0e-05, ⟨B·n⟩=9.0e-04, C-C-Sep=0.16 Jf=9.0e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-07, J_MSC=2.6e-06, J_ALS=2.7e-06, J_LENGTH_PENALTY=9.0e-08 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.0, curvature=[6.8, 10.5, 8.9, 10.4, 10.5, 9.3], mean squared curvature=[10.0, 10.2, 9.8, 9.5, 9.7, 10.1]
fun_coils#508 - J=9.4e-05, Jf=9.1e-05, ⟨B·n⟩=9.1e-04, C-C-Sep=0.15 Jf=9.1e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=2.0e-07, J_MSC=1.5e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.0e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.0, curvature=[6.8, 10.5, 8.9, 10.2, 10.2, 9.1], mean squared curvature=[10.0, 10.0, 9.8, 9.5, 9.7, 10.0]
fun_coils#509 - J=1.2e-04, Jf=8.9e-05, ⟨B·n⟩=8.9e-04, C-C-Sep=0.16 Jf=8.9e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=4.4e-07, J_MSC=3.2e-05, J_ALS=2.7e-06, J_LENGTH_PENALTY=6.8e-08 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.0, curvature=[6.7, 10.5, 9.3, 10.3, 10.3, 9.6], mean squared curvature=[10.1, 10.8, 9.9, 9.4, 9.7, 10.1]
fun_coils#510 - J=9.4e-05, Jf=9.1e-05, ⟨B·n⟩=9.0e-04, C-C-Sep=0.15 Jf=9.1e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.8e-07, J_MSC=3.6e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=9.8e-08 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.0, curvature=[6.8, 10.5, 8.9, 10.2, 10.2, 9.1], mean squared curvature=[10.0, 10.0, 9.8, 9.5, 9.7, 10.0]
fun_coils#511 - J=9.3e-05, Jf=9.0e-05, ⟨B·n⟩=8.9e-04, C-C-Sep=0.16 Jf=9.0e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-08, J_MSC=4.7e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.0, curvature=[6.8, 9.8, 9.0, 10.1, 10.3, 9.1], mean squared curvature=[10.0, 10.0, 9.9, 9.4, 9.6, 10.0]
fun_coils#512 - J=9.3e-05, Jf=8.8e-05, ⟨B·n⟩=8.8e-04, C-C-Sep=0.16 Jf=8.8e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-07, J_MSC=1.2e-06, J_ALS=2.7e-06, J_LENGTH_PENALTY=3.2e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.1, curvature=[6.8, 9.9, 9.1, 10.0, 10.6, 9.5], mean squared curvature=[10.1, 10.1, 9.9, 9.5, 9.8, 10.1]
fun_coils#513 - J=9.2e-05, Jf=8.9e-05, ⟨B·n⟩=8.9e-04, C-C-Sep=0.16 Jf=8.9e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=6.4e-08, J_MSC=1.8e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.2e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.0, curvature=[6.8, 9.7, 9.0, 10.0, 10.4, 9.3], mean squared curvature=[10.0, 10.0, 9.9, 9.5, 9.7, 10.0]
fun_coils#514 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=8.8e-04, C-C-Sep=0.16 Jf=8.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-08, J_MSC=8.4e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.6e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.0, curvature=[6.8, 9.9, 9.1, 10.2, 9.9, 9.4], mean squared curvature=[10.0, 10.0, 9.9, 9.4, 9.7, 10.1]
fun_coils#515 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=8.8e-04, C-C-Sep=0.15 Jf=8.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.8e-09, J_MSC=2.0e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.1, curvature=[6.8, 9.9, 9.1, 10.1, 9.1, 8.9], mean squared curvature=[10.0, 10.0, 9.9, 9.4, 9.7, 10.0]
fun_coils#516 - J=8.8e-05, Jf=8.5e-05, ⟨B·n⟩=8.7e-04, C-C-Sep=0.15 Jf=8.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-07, J_MSC=9.1e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.1, curvature=[6.7, 10.3, 9.2, 9.9, 8.9, 8.6], mean squared curvature=[10.0, 10.0, 9.9, 9.4, 9.6, 10.0]
fun_coils#517 - J=8.9e-05, Jf=8.3e-05, ⟨B·n⟩=8.6e-04, C-C-Sep=0.15 Jf=8.3e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-07, J_MSC=1.9e-06, J_ALS=2.7e-06, J_LENGTH_PENALTY=8.8e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.2, curvature=[6.7, 10.4, 10.0, 9.2, 9.4, 8.7], mean squared curvature=[10.0, 10.0, 10.1, 9.5, 9.6, 10.2]
fun_coils#518 - J=8.7e-05, Jf=8.4e-05, ⟨B·n⟩=8.7e-04, C-C-Sep=0.15 Jf=8.4e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.4e-07, J_MSC=2.6e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=4.7e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.1, curvature=[6.7, 10.3, 9.6, 9.5, 8.9, 8.3], mean squared curvature=[10.0, 10.0, 10.0, 9.4, 9.6, 10.1]
fun_coils#519 - J=8.6e-05, Jf=8.3e-05, ⟨B·n⟩=8.6e-04, C-C-Sep=0.15 Jf=8.3e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=3.9e-07, J_MSC=7.7e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.4, 5.2, 5.2, 5.2, 5.5, 5.5])=32.1, curvature=[6.7, 10.5, 9.7, 9.1, 9.6, 8.0], mean squared curvature=[10.0, 10.0, 10.0, 9.4, 9.5, 10.0]
fun_coils#520 - J=8.5e-05, Jf=8.2e-05, ⟨B·n⟩=8.6e-04, C-C-Sep=0.15 Jf=8.2e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=4.3e-07, J_MSC=3.3e-09, J_ALS=2.7e-06, J_LENGTH_PENALTY=2.0e-07 Coil lengths=sum([5.5, 5.2, 5.2, 5.2, 5.5, 5.5])=32.2, curvature=[6.6, 10.5, 10.1, 9.1, 10.7, 8.2], mean squared curvature=[10.0, 10.0, 10.0, 9.5, 9.5, 10.0]
fun_coils#521 - J=8.4e-05, Jf=8.1e-05, ⟨B·n⟩=8.6e-04, C-C-Sep=0.15 Jf=8.1e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-07, J_MSC=1.0e-09, J_ALS=2.7e-06, J_LENGTH_PENALTY=1.8e-07 Coil lengths=sum([5.5, 5.2, 5.2, 5.3, 5.5, 5.5])=32.2, curvature=[6.6, 10.3, 10.3, 9.4, 10.0, 8.1], mean squared curvature=[10.0, 9.9, 10.0, 9.5, 9.4, 10.0]
fun_coils#522 - J=8.4e-05, Jf=8.0e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.15 Jf=8.0e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=3.3e-07, J_MSC=5.6e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=3.7e-07 Coil lengths=sum([5.5, 5.3, 5.3, 5.3, 5.5, 5.5])=32.3, curvature=[6.5, 10.2, 10.4, 10.4, 10.4, 8.5], mean squared curvature=[10.1, 10.0, 10.0, 9.6, 9.5, 10.1]
fun_coils#523 - J=8.4e-05, Jf=8.0e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.15 Jf=8.0e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-07, J_MSC=9.5e-08, J_ALS=2.7e-06, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.5, 5.3, 5.3, 5.3, 5.5, 5.5])=32.2, curvature=[6.6, 10.3, 10.3, 9.9, 10.2, 8.3], mean squared curvature=[10.0, 10.0, 10.0, 9.6, 9.4, 10.0]
fun_coils#524 - J=8.3e-05, Jf=7.9e-05, ⟨B·n⟩=8.5e-04, C-C-Sep=0.15 Jf=7.9e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=6.6e-07, J_MSC=3.2e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=3.1e-07 Coil lengths=sum([5.5, 5.3, 5.3, 5.3, 5.5, 5.5])=32.3, curvature=[6.4, 9.8, 10.0, 10.9, 10.1, 7.9], mean squared curvature=[10.1, 10.0, 9.9, 9.6, 9.5, 10.0]
fun_coils#525 - J=8.0e-05, Jf=7.7e-05, ⟨B·n⟩=8.4e-04, C-C-Sep=0.15 Jf=7.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.1e-07, J_ALS=2.7e-06, J_LENGTH_PENALTY=4.3e-07 Coil lengths=sum([5.5, 5.3, 5.3, 5.3, 5.5, 5.5])=32.4, curvature=[6.3, 9.4, 9.8, 9.6, 10.0, 8.1], mean squared curvature=[10.1, 10.0, 9.8, 9.4, 9.7, 10.0]
fun_coils#526 - J=7.9e-05, Jf=7.7e-05, ⟨B·n⟩=8.4e-04, C-C-Sep=0.16 Jf=7.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.3e-09, J_ALS=2.7e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.3, 5.3, 5.3, 5.5, 5.5])=32.3, curvature=[6.3, 8.9, 9.6, 8.7, 9.9, 8.5], mean squared curvature=[10.0, 9.9, 9.8, 9.2, 9.6, 9.8]
fun_coils#527 - J=8.0e-05, Jf=7.4e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=7.4e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-06, J_MSC=2.2e-06, J_ALS=2.7e-06, J_LENGTH_PENALTY=2.8e-07 Coil lengths=sum([5.5, 5.3, 5.3, 5.3, 5.5, 5.5])=32.3, curvature=[6.2, 8.9, 10.3, 8.7, 11.2, 11.1], mean squared curvature=[9.9, 10.2, 9.8, 9.4, 9.9, 9.9]
