
Aspect ratio at max_mode 3: 7.0005969980925915
Mean iota at 3: -0.46675452068156176
Squared flux at max_mode 3: 0.00776731652366406
fun_coils_simple#1 - J=1.2e-02, Jf=9.4e-03, ⟨B·n⟩=6.9e-03, C-C-Sep=0.20 Jf=9.4e-03, J_length=9.6e-07, J_CC=0.0e+00, J_CURVATURE=2.5e-05, J_MSC=2.7e-03, J_ALS=4.2e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.2, 3.3])=9.6, curvature=[13.7, 15.8, 10.2], mean squared curvature=[13.8, 15.9, 12.1]
fun_coils#304 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.6e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.2, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#305 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.7e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.2, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#306 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.6e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.2, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#307 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.7e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.2, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#308 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.2, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#309 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.2, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#310 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.0e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.1, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#311 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.0e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.1, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#312 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.1, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#313 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.1, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#314 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.1, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#315 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.2, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#316 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.2, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#317 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.3, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#318 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=2.0e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.3, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#319 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=2.0e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.3, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#320 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.0e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.3, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#321 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.6e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.3, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#322 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.3, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#323 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.3, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#324 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.3, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#325 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#326 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#327 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.9], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#328 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#329 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#330 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#331 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#332 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#333 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#334 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#335 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#336 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#337 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#338 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#339 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.5e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#340 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#341 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#342 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#343 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#344 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#345 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#346 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#347 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#348 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#349 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#350 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#351 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#352 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.5, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#353 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.5, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#354 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.5, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#355 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#356 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#357 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#358 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#359 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#360 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.8], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#361 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.2e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.7], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#362 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.2e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.7], mean squared curvature=[10.0, 10.1, 10.0]
fun_coils#363 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=1.1e-03, C-C-Sep=0.09 Jf=3.6e-04, J_length=1.4e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=6.2e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([4.5, 4.5, 4.5])=13.6, curvature=[9.4, 5.2, 8.7], mean squared curvature=[10.0, 10.1, 10.0]
